Rank,Rikishi,Heya,Shusshin,Birth Date,height_cm,weight_kg,wins,losses,ties
M12w,Kirinji,Nishonoseki,Chiba,09.03.1953,182,145,8,7,0
M13e,Mitoizumi,Takasago,Ibaraki,02.09.1962,192,151,8,7,0
M13w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,150,8,7,0
M14e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,137,6,9,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,122.5,14,1,0
Y1w,Takanosato,Futagoyama,Aomori,29.09.1952,181.5,158.5,1,4,10
O1e,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,199,11,4,0
O1w,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,149,12,3,0
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183,181.5,9,6,0
O2wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188,125,3,12,0
S1e,Kitao,Tatsunami,Mie,12.08.1963,199,151,12,3,0
S1w,Hoshi,Kokonoe,Hokkaido,22.06.1963,181,140,9,6,0
K1e,Asahifuji,Oshima,Aomori,06.07.1960,188,135.5,8,7,0
K1w,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5,160,7,8,0
M1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,130,6,9,0
M1w,Onishiki,Dewanoumi,Niigata,11.09.1953,182.5,142.5,4,11,0
M2e,Kirinji,Nishonoseki,Chiba,09.03.1953,182,146.5,5,10,0
M2w,Itai,Onaruto,Oita,21.03.1956,176,135,3,8,4
M3e,Hananoumi,Hanakago,Akita,06.12.1960,181,134.5,5,10,0
M3w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,126,5,10,0
M4e,Kaiki,Tomozuna,Aomori,12.06.1952,182,146.5,5,10,0
M4w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5,119,6,9,0
M5e,Fujinokawa,Isenoumi,Aichi,20.08.1960,193,150,5,10,0
M5w,Terao,Izutsu,Kagoshima,02.02.1963,185,111,7,8,0
M6e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5,125,9,6,0
M6w,Aobajo,Oshiogawa,Miyagi,14.11.1948,181,152,6,9,0
M7e,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,6,9,0
M7w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182,132,9,6,0
M8e,Toryu,Mihogaseki,Hyogo,19.12.1958,180,149,8,7,0
M8w,Ozutsu,Taiho,Mie,18.04.1956,183,148.5,9,6,0
M9e,Jingaku,Izutsu,Kagoshima,24.12.1959,188,142,8,7,0
M9w,Konishiki,Takasago,U.S.A.,31.12.1963,186,230,11,4,0
M10e,Kotokaze,Sadogatake,Mie,26.04.1957,183.5,173,0,4,0
M10w,Misugiiso,Hanakago,Aomori,11.05.1956,187,121,8,7,0
M11e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137.5,8,7,0
M11w,Daijuyama,Futagoyama,Niigata,08.04.1959,182,159,8,7,0
M12e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,161,8,7,0
M12w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170.5,116,9,6,0
M13e,Hidanohana,Futagoyama,Gifu,13.12.1953,182,135,10,5,0
M13w,Kurama,Tokitsukaze,Shiga,16.12.1952,188,140.5,9,6,0
M14e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,122,9,6,0
M14w,Maenoshin,Takadagawa,Fukuoka,17.04.1961,184,141,8,7,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,125,13,2,0
Y1w,Futahaguro,Tatsunami,Mie,12.08.1963,199,151,12,3,0
O1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,140,8,7,0
O1w,Asashio,Takasago,Kochi,09.12.1955,183,181.5,8,7,0
O2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,199,10,5,0
O2wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188,125,8,7,0
O3eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,149,9,6,0
S1e,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5,160,6,9,0
S1w,Konishiki,Takasago,U.S.A.,31.12.1963,186,230,10,5,0
K1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,130,5,10,0
K1w,Asahifuji,Oshima,Aomori,06.07.1960,188,135.5,7,8,0
M1e,Terao,Izutsu,Kagoshima,02.02.1963,185,111,6,9,0
M1w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,126,5,10,0
M2e,Daijuyama,Futagoyama,Niigata,08.04.1959,182,159,5,10,0
M2w,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,122,5,10,0
M3e,Itai,Onaruto,Oita,21.03.1956,176,135,5,10,0
M3w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182,132,3,12,0
M4e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,142,8,7,0
M4w,Koryu,Miyagino,Tokushima,12.09.1961,174,120,6,9,0
M5e,Hananoumi,Hanaregoma,Akita,06.12.1960,181,134.5,7,8,0
M5w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5,125,10,5,0
M6e,Sasshunada,Izutsu,Kagoshima,07.06.1957,182,150,6,9,0
M6w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137.5,6,9,0
M7e,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5,119,12,3,0
M7w,Mitoizumi,Takasago,Ibaraki,02.09.1962,192,170.5,0,0,15
M8e,Ozutsu,Taiho,Mie,18.04.1956,183,148.5,8,7,0
M8w,Toryu,Mihogaseki,Hyogo,19.12.1958,180,149,8,7,0
M9e,Jingaku,Izutsu,Kagoshima,24.12.1959,188,142,8,7,0
M9w,Takanofuji,Kokonoe,Tokyo,09.10.1963,191,135,8,7,0
M10e,Kirinji,Nishonoseki,Chiba,09.03.1953,182,146.5,10,5,0
M10w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170.5,116,8,7,0
M11e,Onishiki,Dewanoumi,Niigata,11.09.1953,182.5,142.5,6,9,0
M11w,Fujinokawa,Isenoumi,Aichi,20.08.1960,193,150,3,12,0
M12e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,186,160,9,6,0
M12w,Kaiki,Tomozuna,Aomori,12.06.1952,182,148,3,12,0
M13e,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,8,7,0
M13w,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,116,11,4,0
M14e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,161,7,8,0
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,140,13,2,0
Y1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,199,8,7,0
Y2eHD,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,124,15,0,0
Y2wHD,Futahaguro,Tatsunami,Mie,12.08.1963,199,151,13,2,0
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,186,230,8,7,0
O1w,Asahifuji,Oshima,Aomori,06.07.1960,188,135.5,11,4,0
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183,181.5,8,7,0
O2wHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,149,9,6,0
S1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,134,5,10,0
S1w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,130,8,7,0
K1e,Jingaku,Izutsu,Kagoshima,24.12.1959,188,142,2,13,0
K1w,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,122,3,12,0
M1e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,161,3,12,0
M1w,Daijuyama,Futagoyama,Niigata,08.04.1959,182,159,3,12,0
M2e,Itai,Onaruto,Oita,21.03.1956,176,135,4,11,0
M2w,Hananoumi,Hanaregoma,Akita,06.12.1960,181,134.5,6,9,0
M3e,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5,160,5,10,0
M3w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,186,160,7,8,0
M4e,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,6,9,0
M4w,Maenoshin,Takadagawa,Fukuoka,17.04.1961,184,141,6,9,0
M5e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5,125,6,9,0
M5w,Sasshunada,Izutsu,Kagoshima,07.06.1957,182,150,7,8,0
M6e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,142,10,5,0
M6w,Fujinoshin,Kokonoe,Chiba,06.11.1960,180,131,8,7,0
M7e,Kirinji,Nishonoseki,Chiba,09.03.1953,182,146.5,9,6,0
M7w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5,119,7,8,0
M8e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,183,164,10,5,0
M8w,Ozutsu,Taiho,Mie,18.04.1956,183,148.5,8,7,0
M9e,Takanofuji,Kokonoe,Tokyo,09.10.1963,191,135,8,7,0
M9w,Terao,Izutsu,Kagoshima,02.02.1963,185,111,8,7,0
M10e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137.5,8,7,0
M10w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,126,8,7,0
M11e,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182,132,8,7,0
M11w,Toryu,Mihogaseki,Hyogo,19.12.1958,180,149,8,7,0
M12e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,127.5,8,7,0
M12w,Nankairyu,Takasago,Western Samoa,22.02.1965,188,126,8,7,0
M13e,Enazakura,Oshiogawa,Gifu,29.07.1960,180,119,9,6,0
M13w,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,116,0,0,15
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,123,14,1,0
Y1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,201,11,4,0
Y2eHD,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,144,0,0,15
O1e,Asahifuji,Oshima,Aomori,06.07.1960,188,143,12,3,0
O1w,Asashio,Takasago,Kochi,09.12.1955,183,169,4,11,0
O2eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,142,10,5,0
O2wHD,Konishiki,Takasago,U.S.A.,31.12.1963,187,252,10,5,0
S1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,129,9,6,0
S1w,Kotogaume,Sadogatake,Toyama,05.10.1963,179,172,5,10,0
K1e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,168,0,2,13
K1w,Akinoshima,Fujishima,Hiroshima,16.03.1967,175,132,7,8,0
M1e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,171,7,8,0
M1w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,141,0,0,15
M2e,Daijuyama,Futagoyama,Niigata,08.04.1959,183,152,9,6,0
M2w,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,144,6,9,0
M3e,Jingaku,Izutsu,Kagoshima,24.12.1959,189,143,5,10,0
M3w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,150,5,10,0
M4e,Kotofuji,Sadogatake,Chiba,28.10.1964,190,139,4,11,0
M4w,Itai,Onaruto,Oita,21.03.1956,177,135,3,12,0
M5e,Hananoumi,Hanaregoma,Akita,06.12.1960,181,140,7,8,0
M5w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,128,5,10,0
M6e,Terao,Izutsu,Kagoshima,02.02.1963,185,116,8,7,0
M6w,Kirishima,Izutsu,Kagoshima,03.04.1959,187,116,10,5,0
M7e,Misugisato,Futagoyama,Shiga,01.07.1962,185,135,9,6,0
M7w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,178,137,8,7,0
M8e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,149,8,7,0
M8w,Koboyama,Kumagatani,Miyagi,15.08.1957,179,143,5,10,0
M9e,Nankairyu,Takasago,Western Samoa,22.02.1965,188,153,0,0,0
M9w,Sasshunada,Izutsu,Kagoshima,07.06.1957,183,146,8,7,0
M10e,Ozutsu,Taiho,Mie,18.04.1956,183,136,8,7,0
M10w,Fujinoshin,Kokonoe,Chiba,06.11.1960,180,146,9,6,0
M11e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,187,156,7,8,0
M11w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,130,5,10,0
M12e,Enazakura,Oshiogawa,Gifu,29.07.1960,180,134,8,7,0
M12w,Takanofuji,Kokonoe,Tokyo,09.10.1963,192,141,9,6,0
M13e,Hoo,Nishonoseki,Aichi,07.12.1956,180,140,8,7,0
M13w,Takanohama,Fujishima,Fukuoka,22.09.1965,188,181,7,8,0
M14e,Saganobori,Oshiogawa,Saga,27.11.1961,190,117,5,10,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,125,13,2,0
Y1w,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,144,11,4,0
Y2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,210,0,0,15
O1e,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,144,5,10,0
O1w,Asahifuji,Oshima,Aomori,06.07.1960,188,142,8,7,0
O2wHD,Konishiki,Takasago,U.S.A.,31.12.1963,187,225,14,1,0
S1e,Kotogaume,Sadogatake,Toyama,05.10.1963,180,183,8,7,0
S1w,Terao,Izutsu,Kagoshima,02.02.1963,185,115,8,7,0
K1e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,173,11,4,0
K1w,Kirishima,Izutsu,Kagoshima,03.04.1959,187,128,10,5,0
M1e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,146,4,11,0
M1w,Jingaku,Izutsu,Kagoshima,24.12.1959,189,147,3,12,0
M2e,Kotofuji,Sadogatake,Chiba,28.10.1964,191,144,4,11,0
M2w,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,133,5,10,0
M3e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,172,10,5,0
M3w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,148,7,8,0
M4e,Daijuyama,Futagoyama,Niigata,08.04.1959,183,161,6,9,0
M4w,Takanofuji,Kokonoe,Tokyo,09.10.1963,192,137,7,8,0
M5e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,187,171,6,9,0
M5w,Misugisato,Futagoyama,Shiga,01.07.1962,185,141,6,9,0
M6e,Kasugafuji,Kasugayama,Kanagawa,20.02.1966,177,139,8,7,0
M6w,Kyokudozan,Oshima,Kagoshima,14.10.1964,181,100,7,8,0
M7e,Ozutsu,Taiho,Mie,18.04.1956,183,142,8,7,0
M7w,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,155,8,7,0
M8e,Takanohama,Fujishima,Fukuoka,22.09.1965,188,184,6,9,0
M8w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,147,5,10,0
M9e,Itai,Onaruto,Oita,21.03.1956,177,137,8,7,0
M9w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,128,8,7,0
M10e,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,183,161,6,9,0
M10w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,152,8,7,0
M11e,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,132,8,7,0
M11w,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,127,0,0,15
M12e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,129,10,5,0
M12w,Koboyama,Kumagatani,Miyagi,15.08.1957,179,142,7,8,0
M13e,Enazakura,Oshiogawa,Gifu,29.07.1960,180,134,9,6,0
M13w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,134,6,9,0
M14e,Fujinoshin,Kokonoe,Chiba,06.11.1960,181,147,0,0,15
M14w,Kyokugozan,Oshima,Chiba,18.09.1968,180,157,4,11,0
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,147,9,6,0
Y1w,Asahifuji,Oshima,Aomori,06.07.1960,188,143,12,3,0
Y2eHD,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,122,13,2,0
Y2wHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,186,10,5,0
O1e,Kirishima,Izutsu,Kagoshima,03.04.1959,187,124,10,5,0
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,187,239,10,5,0
S1e,Terao,Izutsu,Kagoshima,02.02.1963,185,110.5,5,10,0
S1w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,133,10,5,0
K1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,151,8,7,0
K1w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182,126,5,10,0
M1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,134,10,5,0
M1w,Enazakura,Oshiogawa,Gifu,29.07.1960,181,135,3,12,0
M2e,Ozutsu,Taiho,Mie,18.04.1956,183,137,4,11,0
M2w,Takatoriki,Fujishima,Fukuoka,28.09.1967,181,131,5,10,0
M3e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,145,5,10,0
M3w,Itai,Onaruto,Oita,21.03.1956,178,139,3,12,0
M4e,Takanofuji,Kokonoe,Tokyo,09.10.1963,192,143,6,9,0
M4w,Kotogaume,Sadogatake,Toyama,05.10.1963,180,176,7,8,0
M5e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,130,6,9,0
M5w,Wakahanada,Fujishima,Tokyo,20.01.1971,178,108,6,9,0
M6e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,146,9,6,0
M6w,Kotofuji,Sadogatake,Chiba,28.10.1964,192,145,8,7,0
M7e,Daijuyama,Futagoyama,Niigata,08.04.1959,183,159,6,9,0
M7w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,185,9,6,0
M8e,Kasugafuji,Ajigawa,Kanagawa,20.02.1966,180,141,8,7,0
M8w,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182,166,9,6,0
M9e,Jingaku,Izutsu,Kagoshima,24.12.1959,190,147,9,6,0
M9w,Misugisato,Futagoyama,Shiga,01.07.1962,185,144,10,5,0
M10e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,187,167,9,6,0
M10w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,149,8,7,0
M11e,Oginohana,Dewanoumi,Chiba,18.11.1967,189,132,5,10,0
M11w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182,102,8,7,0
M12e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188,182,9,6,0
M12w,Takahanada,Fujishima,Tokyo,12.08.1972,184,110,8,7,0
M13e,Toyonoumi,Fujishima,Fukuoka,22.09.1965,189,183,6,9,0
M13w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,175,2,13,0
M14e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,176,8,7,0
M14w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191.3,143,7,8,0
Y1e,Asahifuji,Oshima,Aomori,06.07.1960,189,143,0,0,15
Y1w,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,147,4,4,7
O1e,Kirishima,Izutsu,Kagoshima,03.04.1959,187,127,10,5,0
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,187,236,13,2,0
S1e,Takatoriki,Fujishima,Hyogo,28.09.1967,181,139,8,7,0
S1w,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,139,4,11,0
K1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,156,10,5,0
K1w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,134,12,3,0
K2eHD,Wakahanada,Fujishima,Tokyo,20.01.1971,180,117,7,8,0
M1e,Takahanada,Fujishima,Tokyo,12.08.1972,186,133,7,8,0
M1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,194,8,7,0
M2e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,181,8,7,0
M2w,Misugisato,Futagoyama,Shiga,01.07.1962,185,149,6,9,0
M3e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188,179,6,9,0
M3w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,188,171,7,8,0
M4e,Terao,Izutsu,Kagoshima,02.02.1963,185,111,6,9,0
M4w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,150,5,10,0
M5e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,148,6,9,0
M5w,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188,147,4,11,0
M6e,Kasugafuji,Ajigawa,Miyagi,20.02.1966,180,140,6,9,0
M6w,Kotofuji,Sadogatake,Chiba,28.10.1964,192,150,6,9,0
M7e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182,178,9,6,0
M7w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182,124,0,0,15
M8e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192,155,7,8,0
M8w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182,102,8,7,0
M9e,Mainoumi,Dewanoumi,Aomori,17.02.1968,174,93,8,7,0
M9w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,184,139,9,6,0
M10e,Kotogaume,Sadogatake,Toyama,05.10.1963,180,173,8,7,0
M10w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,170,10,5,0
M11e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,157,2,13,0
M11w,Daizen,Nishonoseki,Osaka,14.12.1964,189,145,7,8,0
M12e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190,161,11,4,0
M12w,Daishoho,Tatsunami,Hokkaido,07.05.1967,188,139,7,8,0
M13e,Takanonami,Fujishima,Aomori,27.10.1971,195,151,8,7,0
M13w,Ozutsu,Taiho,Mie,18.04.1956,183,137,7,8,0
M14e,Owakamatsu,Taiho,Saitama,17.11.1966,187,148,6,5,4
M14w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,130,7,8,0
M15e,Kiraiho,Takadagawa,Kanagawa,05.01.1966,187,153,9,6,0
M15w,Toyonoumi,Fujishima,Fukuoka,22.09.1965,190,190,7,8,0
M16e,Tomoefuji,Kokonoe,Akita,27.01.1971,191,144,9,6,0
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187,264,0,2,13
O1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,200,14,1,0
O2eHD,Kirishima,Izutsu,Kagoshima,03.04.1959,187,127,1,7,7
S1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190,177,9,6,0
S1w,Takahanada,Fujishima,Tokyo,12.08.1972,186,130,10,5,0
S2eHD,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,140,7,8,0
S2wHD,Mitoizumi,Takasago,Ibaraki,02.09.1962,195,183,1,12,2
K1e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,140,13,2,0
K1w,Kyokudozan,Oshima,Kagoshima,14.10.1964,183,104,4,11,0
K2wHD,Takatoriki,Fujishima,Hyogo,28.09.1967,181,144,5,10,0
M1e,Daishoho,Tatsunami,Hokkaido,07.05.1967,188,144,9,6,0
M1w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,149,8,7,0
M2e,Terao,Izutsu,Kagoshima,02.02.1963,185,115,7,8,0
M2w,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188,190,8,7,0
M3e,Misugisato,Futagoyama,Shiga,01.07.1962,185,153,8,7,0
M3w,Tochinowaka,Kasugano,Wakayama,22.05.1962,191,156,7,8,0
M4e,Wakashoyo,Futagoyama,Tokyo,08.03.1966,181,159,8,7,0
M4w,Wakahanada,Fujishima,Tokyo,20.01.1971,180,126,9,6,0
M5e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,184,146,7,8,0
M5w,Daizen,Nishonoseki,Osaka,14.12.1964,189,146,9,6,0
M6e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192,163,7,8,0
M6w,Tomoefuji,Kokonoe,Akita,27.01.1971,192,149,10,5,0
M7e,Toyonoumi,Fujishima,Fukuoka,22.09.1965,190,196,9,6,0
M7w,Mainoumi,Dewanoumi,Aomori,17.02.1968,171.5,97,4,11,0
M8e,Tamakairiki,Kataonami,Tokyo,16.07.1966,183,141,6,9,0
M8w,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182,179,5,10,0
M9e,Tatsuhikari,Tatsunami,Hokkaido,25.10.1969,192,190,6,9,0
M9w,Oginohana,Dewanoumi,Chiba,18.11.1967,189,146,8,7,0
M10e,Takanonami,Fujishima,Aomori,27.10.1971,196,152,9,6,0
M10w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,133,7,8,0
M11e,Kotofuji,Sadogatake,Chiba,28.10.1964,192,145,6,9,0
M11w,Kiraiho,Takadagawa,Kanagawa,05.01.1966,188,153,7,8,0
M12e,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,188,174,9,6,0
M12w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,188,180,8,7,0
M13e,Kotogaume,Sadogatake,Toyama,05.10.1963,180,160,7,8,0
M13w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,180,143,9,6,0
M14e,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188,145,10,4,1
M14w,Kotobeppu,Sadogatake,Oita,17.10.1965,178,148,10,5,0
M15e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,180,156,5,10,0
M15w,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,148,5,10,0
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,204,215,13,2,0
O1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185,142,7,8,0
O1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,179,117,12,3,0
O2eHD,Konishiki,Takasago,U.S.A.,31.12.1963,185,258,6,9,0
S1e,Takanonami,Futagoyama,Aomori,27.10.1971,195,157,12,3,0
S1w,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,131,9,6,0
S2wHD,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191,183,13,2,0
K1e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192,165,7,8,0
K1w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,174,144,6,9,0
M1e,Takatoriki,Futagoyama,Hyogo,28.09.1967,182,140,5,10,0
M1w,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,187,192,5,10,0
M2e,Misugisato,Futagoyama,Shiga,01.07.1962,185,154,6,9,0
M2w,Tomonohana,Tatsunami,Kumamoto,23.06.1964,173,113,8,7,0
M3e,Daishoho,Tatsunami,Hokkaido,07.05.1967,187,143,6,8,1
M3w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,145,4,11,0
M4e,Kirishima,Izutsu,Kagoshima,03.04.1959,187,132,3,12,0
M4w,Kotofuji,Sadogatake,Chiba,28.10.1964,190,142,0,0,15
M5e,Kenko,Takadagawa,Osaka,27.06.1967,190,132,7,8,0
M5w,Wakashoyo,Futagoyama,Tokyo,08.03.1966,182,163,8,7,0
M6e,Tochinowaka,Kasugano,Wakayama,22.05.1962,191,156,8,7,0
M6w,Terao,Izutsu,Kagoshima,02.02.1963,186,114,7,8,0
M7e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,133,5,10,0
M7w,Kyokudozan,Oshima,Kagoshima,14.10.1964,183,107,6,9,0
M8e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171,96,6,9,0
M8w,Kotobeppu,Sadogatake,Oita,17.10.1965,178,170,8,7,0
M9e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,130,6,9,0
M9w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,177,144,6,9,0
