age_group,place_overall,place_gender,place_division,name,team,bib_number,half_time,finish_net,finish_gun,gender,half_time_sec,finish_net_sec,finish_gun_sec,finish_net_minutes
45-49,18872,7135,1219,"Lessmann, Raphaela",Team–,27862,1H 56M 35S,3H 57M 34S,3H 59M 46S,W,6995,14254,14386,237.56666666666666
45-49,18873,7136,1220,"Chang, Jennifer",Team–,22758,1H 55M 4S,3H 57M 34S,4H 1M 29S,W,6904,14254,14489,237.56666666666666
45-49,18874,7137,1221,"Buchanan, Kristy",Team–,21542,1H 53M 44S,3H 57M 35S,4H 0M 38S,W,6824,14255,14438,237.58333333333334
45-49,18883,7143,1222,"Vassbo, Astrid",Team–,21795,1H 52M 5S,3H 57M 41S,4H 1M 15S,W,6725,14261,14475,237.68333333333334
45-49,18886,7144,1223,"Lahey, Melissa",Team–,20633,1H 54M 20S,3H 57M 41S,4H 0M 13S,W,6860,14261,14413,237.68333333333334
45-49,18889,7146,1224,"Hammond, Nancy",Team–,22355,1H 57M 30S,3H 57M 43S,4H 5M 21S,W,7050,14263,14721,237.71666666666667
45-49,18896,7149,1225,"Clark, Kristin",Team–,20386,1H 53M 15S,3H 57M 45S,4H 1M 49S,W,6795,14265,14509,237.75
45-49,18900,7151,1226,"Del Negro, Gina",Team–,22327,1H 54M 17S,3H 57M 46S,4H 2M 1S,W,6857,14266,14521,237.76666666666668
45-49,18902,7153,1227,"Hermosillo, Sandra",Team–,19802,1H 56M 33S,3H 57M 46S,3H 59M 52S,W,6993,14266,14392,237.76666666666668
45-49,18912,7160,1228,"Farley, Megan",Team–,21964,1H 55M 57S,3H 57M 49S,4H 0M 51S,W,6957,14269,14451,237.81666666666666
45-49,18916,7162,1229,"Sheehan, Michaele",Team–,20558,1H 50M 40S,3H 57M 50S,4H 0M 7S,W,6640,14270,14407,237.83333333333334
45-49,18946,7183,1230,"Zhang, Rui",Team–,21368,1H 54M 7S,3H 58M 0S,3H 58M 45S,W,6847,14280,14325,238
45-49,18954,7187,1231,"Peck, Ms. Ginny",Team–,19452,1H 54M 47S,3H 58M 2S,4H 2M 54S,W,6887,14282,14574,238.03333333333333
45-49,18955,7188,1232,"Wang, Hongmei",Team–,22613,1H 57M 43S,3H 58M 2S,4H 2M 7S,W,7063,14282,14527,238.03333333333333
45-49,18961,7191,1233,"Miller, Jennifer",Team–,22146,1H 51M 48S,3H 58M 4S,4H 1M 59S,W,6708,14284,14519,238.06666666666666
45-49,18965,7194,1234,"Lu, Ziyu",Team–,21857,1H 55M 9S,3H 58M 5S,4H 5M 11S,W,6909,14285,14711,238.08333333333334
45-49,18981,7203,1235,"Paddon-Jones, Alexandra",Team–,20032,1H 46M 48S,3H 58M 11S,4H 0M 23S,W,6408,14291,14423,238.18333333333334
45-49,18999,7211,1236,"Sifferman, Katie",Team–,20573,1H 57M 17S,3H 58M 16S,4H 1M 45S,W,7037,14296,14505,238.26666666666668
45-49,19014,7219,1237,"Zabbo, Kristen",Team–,24662,1H 55M 2S,3H 58M 22S,3H 58M 43S,W,6902,14302,14323,238.36666666666667
45-49,19015,7220,1238,"Nelson - Paul, Sylvia",Team–,17924,1H 47M 7S,3H 58M 22S,3H 58M 47S,W,6427,14302,14327,238.36666666666667
45-49,19016,7221,1239,"Bard, Heidi",Team–,21461,1H 56M 54S,3H 58M 22S,4H 1M 10S,W,7014,14302,14470,238.36666666666667
45-49,19033,7231,1240,"Maldonado, Isabel",Team–,22050,1H 44M 3S,3H 58M 28S,4H 1M 13S,W,6243,14308,14473,238.46666666666667
45-49,19034,7232,1241,"Varnell, Nicole",Team–,15728,1H 51M 58S,3H 58M 28S,4H 5M 14S,W,6718,14308,14714,238.46666666666667
45-49,19041,7233,1242,"Ranzuglia, Giulia",Team–,22392,1H 54M 17S,3H 58M 31S,4H 2M 38S,W,6857,14311,14558,238.51666666666668
45-49,19049,7237,1243,"Starzyk, Alyssa",Team–,22165,1H 52M 46S,3H 58M 34S,4H 4M 30S,W,6766,14314,14670,238.56666666666666
45-49,19057,7242,1244,"Jacquin, Laetitia",Team–,22156,1H 52M 47S,3H 58M 37S,4H 1M 38S,W,6767,14317,14498,238.61666666666667
45-49,19068,7247,1245,"Iannelli, Kelly",Team–,22024,1H 54M 34S,3H 58M 39S,4H 3M 18S,W,6874,14319,14598,238.65
45-49,19070,7248,1246,"Rossi, Teri",Team–,18950,1H 58M 11S,3H 58M 40S,4H 3M 46S,W,7091,14320,14626,238.66666666666666
45-49,19083,7255,1247,"Flores, Lynne",Team–,20880,1H 52M 39S,3H 58M 43S,4H 0M 58S,W,6759,14323,14458,238.71666666666667
45-49,19089,7258,1248,"Forman, Wendy",Team–,22486,1H 58M 15S,3H 58M 46S,4H 2M 30S,W,7095,14326,14550,238.76666666666668
45-49,19095,7263,1249,"Wei, Qing",Team–,31873,1H 53M 58S,3H 58M 48S,4H 8M 19S,W,6838,14328,14899,238.8
45-49,19097,7265,1250,"Wang, Jing",Team–,21624,1H 52M 31S,3H 58M 49S,4H 3M 40S,W,6751,14329,14620,238.81666666666666
45-49,19105,7270,1251,"Etre, Laura",Team–,24763,1H 55M 3S,3H 58M 51S,3H 59M 12S,W,6903,14331,14352,238.85
45-49,19109,7273,1252,"Carballo Manjarrez, Ethel",Team–,19860,1H 56M 45S,3H 58M 52S,4H 3M 35S,W,7005,14332,14615,238.86666666666667
45-49,19114,7274,1253,"Peters, Nicole",Team–,21547,1H 55M 21S,3H 58M 53S,4H 2M 34S,W,6921,14333,14554,238.88333333333333
45-49,19118,7277,1254,"Turkstra, Kelly",Team–,22716,1H 54M 47S,3H 58M 55S,4H 2M 43S,W,6887,14335,14563,238.91666666666666
45-49,19121,7280,1255,"Gaudernack, Dorothea",Team–,19956,1H 57M 58S,3H 58M 56S,4H 0M 42S,W,7078,14336,14442,238.93333333333334
45-49,19122,7281,1256,"Antony, Meena",Team–,21520,1H 55M 55S,3H 58M 56S,4H 5M 20S,W,6955,14336,14720,238.93333333333334
45-49,19123,7282,1257,"Kent, Amy",Team–,20690,1H 51M 16S,3H 58M 56S,4H 0M 55S,W,6676,14336,14455,238.93333333333334
45-49,19152,7295,1258,"Ludlow, Chandra",Team–,21537,1H 58M 2S,3H 59M 4S,4H 2M 8S,W,7082,14344,14528,239.06666666666666
45-49,19156,7297,1259,"Antonini, Christine",Team–,24771,1H 54M 54S,3H 59M 6S,3H 59M 8S,W,6894,14346,14348,239.1
45-49,19170,7305,1260,"Padron, Hilda",Team–,21689,1H 57M 0S,3H 59M 11S,4H 5M 42S,W,7020,14351,14742,239.18333333333334
45-49,19174,7307,1261,"Dykes, Libby",Team–,22428,1H 55M 46S,3H 59M 13S,4H 6M 43S,W,6946,14353,14803,239.21666666666667
45-49,19175,7308,1262,"Landon, Ivonne",Team–,21975,1H 55M 30S,3H 59M 13S,3H 59M 58S,W,6930,14353,14398,239.21666666666667
45-49,19184,7315,1263,"Alonso Miguez, Sonia",Team–,31603,1H 54M 57S,3H 59M 15S,4H 4M 47S,W,6897,14355,14687,239.25
45-49,19201,7328,1264,"Loudermilk, Allison",Team–,17413,1H 55M 50S,3H 59M 24S,4H 2M 52S,W,6950,14364,14572,239.4
45-49,19217,7334,1265,"Wolff, Pamela",Team–,21295,1H 54M 33S,3H 59M 27S,4H 2M 49S,W,6873,14367,14569,239.45
45-49,19228,7342,1266,"Gillund, Lisa",Team–,20512,1H 56M 2S,3H 59M 31S,4H 4M 36S,W,6962,14371,14676,239.51666666666668
45-49,19238,7347,1267,"Keane, Patricia",Team–,21988,1H 53M 10S,3H 59M 33S,4H 2M 5S,W,6790,14373,14525,239.55
45-49,19248,7352,1268,"Barkneh, Saba",Team–,22093,1H 57M 9S,3H 59M 37S,4H 3M 43S,W,7029,14377,14623,239.61666666666667
45-49,19261,7361,1269,"Li, Liang Liang",Team–,21243,1H 54M 25S,3H 59M 42S,4H 2M 5S,W,6865,14382,14525,239.7
45-49,19272,7365,1270,"Tian, Xiuying",Team–,21842,1H 52M 11S,3H 59M 45S,4H 3M 29S,W,6731,14385,14609,239.75
45-49,19278,7367,1271,"Liversage, Elaine",Team–,20944,1H 49M 40S,3H 59M 49S,4H 2M 12S,W,6580,14389,14532,239.81666666666666
45-49,19293,7379,1272,"Chen, Guangjing",Team–,21051,2H 1M 19S,3H 59M 53S,4H 5M 11S,W,7279,14393,14711,239.88333333333333
45-49,19300,7383,1273,"Haberstroh, Amy",Team–,21707,1H 56M 47S,3H 59M 55S,4H 3M 47S,W,7007,14395,14627,239.91666666666666
45-49,19309,7387,1274,"Ocando, Karola",Team–,20253,1H 54M 47S,3H 59M 59S,4H 9M 21S,W,6887,14399,14961,239.98333333333332
45-49,19326,7395,1275,"Brozyna, Christina",Team–,21618,1H 50M 58S,4H 0M 3S,4H 3M 15S,W,6658,14403,14595,240.05
45-49,19327,7396,1276,"Christopoulos, Tanna",Team–,21149,1H 56M 54S,4H 0M 3S,4H 5M 56S,W,7014,14403,14756,240.05
45-49,19338,7402,1277,"Velasquez, Angel",Team–,22080,1H 55M 48S,4H 0M 10S,4H 5M 42S,W,6948,14410,14742,240.16666666666666
45-49,19350,7408,1278,"Gladis, Stephanie",Team–,21873,1H 52M 18S,4H 0M 13S,4H 7M 9S,W,6738,14413,14829,240.21666666666667
45-49,19358,7410,1279,"Smith, Julie",Team–,15777,1H 54M 0S,4H 0M 15S,4H 6M 25S,W,6840,14415,14785,240.25
45-49,19377,7422,1280,"Brown, Lindsay",Team–,22561,1H 57M 48S,4H 0M 21S,4H 8M 30S,W,7068,14421,14910,240.35
45-49,19379,7424,1281,"Cassels, Marcia",Team–,22046,1H 59M 17S,4H 0M 22S,4H 4M 10S,W,7157,14422,14650,240.36666666666667
45-49,19381,7425,1282,"Bellew, Rebecca",Team–,31879,1H 53M 25S,4H 0M 23S,4H 4M 42S,W,6805,14423,14682,240.38333333333333
45-49,19389,7431,1283,"Hardy, Annick",Team–,22397,1H 56M 53S,4H 0M 26S,4H 5M 49S,W,7013,14426,14749,240.43333333333334
45-49,19398,7437,1284,"Phelps, Elizabeth",Team–,22470,1H 55M 21S,4H 0M 30S,4H 8M 4S,W,6921,14430,14884,240.5
45-49,19402,7440,1285,"Grijalvo, Ana",Team–,18719,1H 48M 15S,4H 0M 32S,4H 1M 41S,W,6495,14432,14501,240.53333333333333
45-49,19412,7448,1286,"Miller, Kim",Team–,22232,1H 50M 52S,4H 0M 37S,4H 7M 40S,W,6652,14437,14860,240.61666666666667
45-49,19413,7449,1287,"Huang, Vicky",Team–,20769,1H 53M 16S,4H 0M 37S,4H 5M 20S,W,6796,14437,14720,240.61666666666667
45-49,19422,7456,1288,"Magno, Jill",Team–,21044,1H 56M 24S,4H 0M 40S,4H 3M 47S,W,6984,14440,14627,240.66666666666666
45-49,19427,7458,1289,"Rioux, Elizabeth",Team–,29230,2H 0M 39S,4H 0M 42S,4H 7M 19S,W,7239,14442,14839,240.7
45-49,19432,7462,1290,"Stanley, Jacque",Team–,22658,2H 2M 19S,4H 0M 44S,4H 4M 52S,W,7339,14444,14692,240.73333333333332
45-49,19437,7463,1291,"Wray, Abigail",Team–,20095,1H 51M 57S,4H 0M 45S,4H 3M 27S,W,6717,14445,14607,240.75
45-49,19441,7466,1292,"Yi, Fang",Team–,21833,1H 50M 4S,4H 0M 46S,4H 9M 24S,W,6604,14446,14964,240.76666666666668
45-49,19443,7467,1293,"Dean, Gillian",Team–,21607,1H 59M 25S,4H 0M 48S,4H 3M 48S,W,7165,14448,14628,240.8
45-49,19451,7472,1294,"Kirchen, Kristin",Team–,22573,1H 58M 1S,4H 0M 51S,4H 7M 57S,W,7081,14451,14877,240.85
45-49,19472,7483,1295,"Tily, Elizabeth",Team–,22673,1H 56M 26S,4H 1M 0S,4H 2M 4S,W,6986,14460,14524,241
45-49,19473,7484,1296,"Schellin, Christine",Team–,19980,1H 54M 12S,4H 1M 0S,4H 2M 51S,W,6852,14460,14571,241
45-49,19480,7490,1297,"Fergus, Christina",Team–,7704,1H 52M 52S,4H 1M 3S,4H 7M 6S,W,6772,14463,14826,241.05
45-49,19486,7492,1298,"Messel, Emily",Team–,21200,1H 58M 39S,4H 1M 5S,4H 4M 34S,W,7119,14465,14674,241.08333333333334
45-49,19488,7493,1299,"Padilla Bonilla, María Celia",Team–,16636,1H 47M 56S,4H 1M 7S,4H 1M 24S,W,6476,14467,14484,241.11666666666667
45-49,19491,7495,1300,"Huot, Marie-France",Team–,22198,1H 59M 1S,4H 1M 7S,4H 6M 38S,W,7141,14467,14798,241.11666666666667
45-49,19493,7496,1301,"Walker, Christie",Team–,21050,1H 55M 4S,4H 1M 7S,4H 6M 20S,W,6904,14467,14780,241.11666666666667
45-49,19504,7505,1302,"Liu, Hongtao",Team–,21324,1H 56M 31S,4H 1M 13S,4H 4M 0S,W,6991,14473,14640,241.21666666666667
45-49,19510,7509,1303,"Feaster, Jenifer",Team–,29183,1H 59M 45S,4H 1M 16S,4H 4M 1S,W,7185,14476,14641,241.26666666666668
45-49,19518,7515,1304,"Doucet, Isabelle",Team–,21395,1H 59M 13S,4H 1M 20S,4H 5M 8S,W,7153,14480,14708,241.33333333333334
45-49,19529,7521,1305,"Navarrete, Selene",Team–,22709,1H 56M 39S,4H 1M 25S,4H 7M 23S,W,6999,14485,14843,241.41666666666666
45-49,19536,7526,1306,"Kronenberg, Alaina",Team–,20700,1H 55M 11S,4H 1M 27S,4H 3M 46S,W,6911,14487,14626,241.45
45-49,19544,7531,1307,"Waynick, Tina",Team–,19340,1H 50M 9S,4H 1M 32S,4H 3M 32S,W,6609,14492,14612,241.53333333333333
45-49,19547,7534,1308,"Doucet, Valerie",Team–,20146,1H 59M 39S,4H 1M 34S,4H 8M 23S,W,7179,14494,14903,241.56666666666666
45-49,19555,7538,1309,"Campion, Jolanta",TeamSan Diego Track Club,19764,1H 55M 6S,4H 1M 37S,4H 6M 57S,W,6906,14497,14817,241.61666666666667
45-49,19579,7550,1310,"Richardson, Sara",Team–,22702,1H 54M 4S,4H 1M 48S,4H 6M 46S,W,6844,14508,14806,241.8
45-49,19583,7551,1311,"Feathers, Michelle",Team–,22601,1H 56M 46S,4H 1M 50S,4H 5M 49S,W,7006,14510,14749,241.83333333333334
45-49,19588,7556,1312,"Tremp, Stacey",Team–,21580,1H 58M 54S,4H 1M 52S,4H 7M 37S,W,7134,14512,14857,241.86666666666667
45-49,19597,7560,1313,"Brander, Michelle",Team–,21439,1H 53M 56S,4H 1M 55S,4H 5M 9S,W,6836,14515,14709,241.91666666666666
45-49,19601,7562,1314,"Arnau, Emilia",Team–,31623,2H 1M 9S,4H 1M 56S,4H 7M 40S,W,7269,14516,14860,241.93333333333334
45-49,19604,7565,1315,"Schott, Jennifer",Team–,22654,1H 54M 39S,4H 1M 57S,4H 6M 38S,W,6879,14517,14798,241.95
45-49,19631,7577,1316,"Molloy, Ann",Team–,30790,1H 52M 25S,4H 2M 7S,4H 6M 9S,W,6745,14527,14769,242.11666666666667
45-49,19640,7581,1317,"Taylor, Ralaina",Team–,17696,1H 54M 4S,4H 2M 13S,4H 3M 27S,W,6844,14533,14607,242.21666666666667
45-49,19641,7582,1318,"Purcell, Rachel",Team–,17723,1H 54M 4S,4H 2M 14S,4H 3M 27S,W,6844,14534,14607,242.23333333333332
45-49,19651,7587,1319,"Taylor, Kara",Team–,20583,1H 55M 8S,4H 2M 17S,4H 8M 56S,W,6908,14537,14936,242.28333333333333
45-49,19658,7592,1320,"Silva-Torres, Jacqueline",Team–,22535,1H 56M 26S,4H 2M 20S,4H 9M 19S,W,6986,14540,14959,242.33333333333334
45-49,19662,7595,1321,"Hancock, Crystal",Team–,20342,1H 57M 5S,4H 2M 21S,4H 7M 36S,W,7025,14541,14856,242.35
45-49,19663,7596,1322,"Reyes, Sally",Team–,22276,1H 52M 41S,4H 2M 21S,4H 6M 32S,W,6761,14541,14792,242.35
45-49,19671,7601,1323,"Slager, Emily",Team–,7710,1H 57M 48S,4H 2M 23S,4H 7M 35S,W,7068,14543,14855,242.38333333333333
45-49,19675,7603,1324,"Rodriguez, Yosnina",Team–,21759,1H 56M 58S,4H 2M 24S,4H 5M 38S,W,7018,14544,14738,242.4
45-49,19684,7609,1325,"Dodge, Magen",Team–,22032,1H 59M 47S,4H 2M 27S,4H 6M 43S,W,7187,14547,14803,242.45
45-49,19719,7627,1326,"Cole, Maurine",Team–,20219,1H 57M 25S,4H 2M 42S,4H 9M 18S,W,7045,14562,14958,242.7
45-49,19720,7628,1327,"Modolo, Ellen",Team–,31025,2H 0M 29S,4H 2M 42S,4H 8M 37S,W,7229,14562,14917,242.7
45-49,19728,7634,1328,"Tilt, Jenna",Team–,21552,1H 51M 56S,4H 2M 45S,4H 6M 25S,W,6716,14565,14785,242.75
45-49,19729,7635,1329,"Nguyen, Linh",Team–,22191,1H 56M 50S,4H 2M 45S,4H 10M 10S,W,7010,14565,15010,242.75
45-49,19731,7637,1330,"Zhao, Liying",Team–,22208,1H 53M 19S,4H 2M 46S,4H 9M 22S,W,6799,14566,14962,242.76666666666668
45-49,19736,7638,1331,"Dantone-Smith, Jennifer",Team–,21435,1H 55M 38S,4H 2M 49S,4H 7M 34S,W,6938,14569,14854,242.81666666666666
45-49,19746,7642,1332,"Rubiano, Alexandra",Team–,21946,1H 53M 22S,4H 2M 55S,4H 8M 49S,W,6802,14575,14929,242.91666666666666
45-49,19765,7650,1333,"Soules, Carolyn",Team–,27098,1H 57M 49S,4H 3M 4S,4H 9M 6S,W,7069,14584,14946,243.06666666666666
45-49,19768,7652,1334,"Shirzad, Susan",Team–,18461,1H 56M 54S,4H 3M 5S,4H 5M 31S,W,7014,14585,14731,243.08333333333334
45-49,19770,7653,1335,"Cordova, Alicia",Team–,22303,2H 3M 10S,4H 3M 6S,4H 7M 14S,W,7390,14586,14834,243.1
45-49,19778,7658,1336,"Budrow, Nelly",Team–,17044,1H 55M 34S,4H 3M 10S,4H 5M 15S,W,6934,14590,14715,243.16666666666666
45-49,19780,7660,1337,"Gilbreath, Rachel",Team–,22755,1H 55M 27S,4H 3M 11S,4H 9M 0S,W,6927,14591,14940,243.18333333333334
45-49,19781,7661,1338,"Cox, Christina",Team–,21934,1H 54M 57S,4H 3M 11S,4H 4M 13S,W,6897,14591,14653,243.18333333333334
45-49,19783,7663,1339,"Saltsman, Laura",Team–,21541,1H 55M 53S,4H 3M 12S,4H 6M 26S,W,6953,14592,14786,243.2
45-49,19784,7664,1340,"Lawson, Mandy",Team–,21190,1H 55M 44S,4H 3M 13S,4H 4M 3S,W,6944,14593,14643,243.21666666666667
45-49,19787,7665,1341,"Morin, Kim",Team–,21189,1H 55M 44S,4H 3M 13S,4H 4M 4S,W,6944,14593,14644,243.21666666666667
45-49,19789,7667,1342,"Duquette, Anne",Team–,22388,1H 59M 47S,4H 3M 14S,4H 9M 0S,W,7187,14594,14940,243.23333333333332
45-49,19792,7669,1343,"Lahaie, Julie",Team–,20858,1H 52M 9S,4H 3M 15S,4H 8M 15S,W,6729,14595,14895,243.25
45-49,19800,7675,1344,"Wong, Abby",Team–,21098,1H 47M 24S,4H 3M 18S,4H 6M 27S,W,6444,14598,14787,243.3
45-49,19823,7685,1345,"Brown, Heather Kw",Team–,22012,1H 53M 8S,4H 3M 27S,4H 7M 13S,W,6788,14607,14833,243.45
45-49,19826,7687,1346,"Madinabeitia, Liz",Team–,22098,1H 57M 45S,4H 3M 28S,4H 10M 14S,W,7065,14608,15014,243.46666666666667
45-49,19833,7691,1347,"Van Nes, Jaclyn",Team–,22373,1H 53M 21S,4H 3M 30S,4H 7M 48S,W,6801,14610,14868,243.5
45-49,19838,7696,1348,"Mehrley, Angie",Team–,21296,1H 56M 5S,4H 3M 31S,4H 7M 44S,W,6965,14611,14864,243.51666666666668
45-49,19840,7697,1349,"Calhoun, Lisa",Team–,22027,1H 57M 28S,4H 3M 32S,4H 8M 33S,W,7048,14612,14913,243.53333333333333
45-49,19849,7701,1350,"Sayarath, Lynn",Team–,22642,1H 55M 20S,4H 3M 37S,4H 8M 50S,W,6920,14617,14930,243.61666666666667
45-49,19865,7713,1351,"Yang, Duo",Team–,22168,1H 58M 23S,4H 3M 44S,4H 4M 20S,W,7103,14624,14660,243.73333333333332
45-49,19868,7715,1352,"Kavanagh, Marsha",TeamWinner's Circle Running Club,22507,1H 56M 45S,4H 3M 44S,4H 7M 34S,W,7005,14624,14854,243.73333333333332
45-49,19869,7716,1353,"Fosnaugh, Monica",Team–,22181,1H 59M 6S,4H 3M 44S,4H 9M 7S,W,7146,14624,14947,243.73333333333332
45-49,19880,7722,1354,"Skeldon, Angela",Team–,20860,2H 2M 34S,4H 3M 50S,4H 6M 32S,W,7354,14630,14792,243.83333333333334
45-49,19884,7725,1355,"Saura, Stephanie",Team–,30270,1H 58M 46S,4H 3M 51S,4H 7M 33S,W,7126,14631,14853,243.85
45-49,19892,7731,1356,"Blackford, Marisa",Team–,22549,1H 51M 55S,4H 3M 54S,4H 7M 42S,W,6715,14634,14862,243.9
45-49,19901,7735,1357,"Widdowson, Caroline",Team–,30748,1H 59M 9S,4H 3M 58S,4H 8M 17S,W,7149,14638,14897,243.96666666666667
45-49,19904,7737,1358,"Faragher, Kimberly",Team–,22004,1H 56M 16S,4H 4M 0S,4H 9M 50S,W,6976,14640,14990,244
45-49,19906,7738,1359,"Yang, Iris",Team–,22285,1H 57M 28S,4H 4M 1S,4H 7M 39S,W,7048,14641,14859,244.01666666666668
45-49,19908,7740,1360,"Moore, Kelly",Team–,22370,1H 59M 5S,4H 4M 2S,4H 9M 7S,W,7145,14642,14947,244.03333333333333
45-49,19935,7752,1361,"Knight, Denise",Team–,18712,1H 49M 48S,4H 4M 13S,4H 6M 55S,W,6588,14653,14815,244.21666666666667
45-49,19938,7754,1362,"Lecreq, Marina",Team–,30714,1H 57M 11S,4H 4M 14S,4H 9M 4S,W,7031,14654,14944,244.23333333333332
45-49,19948,7759,1363,"Lee, Michele",Team–,19655,1H 55M 34S,4H 4M 17S,4H 6M 17S,W,6934,14657,14777,244.28333333333333
45-49,19950,7761,1364,"Martin, Veronic",Team–,22444,2H 3M 16S,4H 4M 18S,4H 12M 53S,W,7396,14658,15173,244.3
45-49,19962,7771,1365,"Lu, Chih-Yuan",Team–,21632,1H 53M 45S,4H 4M 23S,4H 7M 10S,W,6825,14663,14830,244.38333333333333
45-49,19964,7772,1366,"Carriere, Erin",Team–,22061,1H 59M 25S,4H 4M 24S,4H 9M 16S,W,7165,14664,14956,244.4
45-49,19965,7773,1367,"Anagnostopoulos, Kristin",Team–,21645,1H 58M 37S,4H 4M 25S,4H 7M 40S,W,7117,14665,14860,244.41666666666666
45-49,19998,7792,1368,"Gessner, Tracey",Team–,22271,1H 55M 17S,4H 4M 41S,4H 9M 12S,W,6917,14681,14952,244.68333333333334
45-49,20025,7810,1369,"Gibson, Ruth",Team–,22040,1H 55M 14S,4H 4M 54S,4H 8M 53S,W,6914,14694,14933,244.9
45-49,20029,7812,1370,"Lynch, Erin",Team–,26615,2H 1M 13S,4H 4M 56S,4H 9M 23S,W,7273,14696,14963,244.93333333333334
45-49,20036,7817,1371,"Burke, Jenna",Team–,26281,1H 53M 33S,4H 5M 1S,4H 6M 16S,W,6813,14701,14776,245.01666666666668
45-49,20050,7828,1372,"Minkiewicz, Sherry",Team–,21729,1H 54M 22S,4H 5M 9S,4H 8M 24S,W,6862,14709,14904,245.15
45-49,20051,7829,1373,"Velikanova, Victoria",Team–,20959,1H 56M 51S,4H 5M 9S,4H 7M 10S,W,7011,14709,14830,245.15
45-49,20063,7835,1374,"Edmondson, Laurie",Team–,21212,1H 59M 37S,4H 5M 17S,4H 8M 45S,W,7177,14717,14925,245.28333333333333
45-49,20073,7843,1375,"Kelley, Andrea",Team–,22099,1H 55M 45S,4H 5M 23S,4H 12M 30S,W,6945,14723,15150,245.38333333333333
45-49,20097,7857,1376,"Fagan, Michaela",Team–,21980,1H 57M 31S,4H 5M 33S,4H 9M 12S,W,7051,14733,14952,245.55
45-49,20105,7863,1377,"Leaf, Erin",Team–,21252,1H 56M 11S,4H 5M 39S,4H 10M 33S,W,6971,14739,15033,245.65
45-49,20109,7866,1378,"Liu, Yang",Team–,21415,1H 57M 11S,4H 5M 39S,4H 9M 52S,W,7031,14739,14992,245.65
45-49,20117,7870,1379,"Tojin, Nereyda",Team–,22193,1H 55M 19S,4H 5M 44S,4H 19M 13S,W,6919,14744,15553,245.73333333333332
45-49,20125,7878,1380,"Daniels, Tina",Team–,16468,2H 1M 4S,4H 5M 47S,4H 14M 7S,W,7264,14747,15247,245.78333333333333
45-49,20127,7880,1381,"Godfrey, Esther",Team–,22258,1H 56M 45S,4H 5M 48S,4H 6M 50S,W,7005,14748,14810,245.8
45-49,20131,7881,1382,"Silva, Idamae",Team–,21357,1H 55M 12S,4H 5M 49S,4H 19M 13S,W,6912,14749,15553,245.81666666666666
45-49,20134,7883,1383,"Yerman, Rebecca",Team–,18017,1H 53M 4S,4H 5M 51S,4H 8M 31S,W,6784,14751,14911,245.85
45-49,20136,7885,1384,"Anderson, Amy",Team–,20336,2H 1M 21S,4H 5M 51S,4H 8M 23S,W,7281,14751,14903,245.85
45-49,20162,7898,1385,"Stramel, Angela",Team–,22047,1H 54M 1S,4H 6M 2S,4H 10M 17S,W,6841,14762,15017,246.03333333333333
45-49,20164,7899,1386,"Britt, Faye",Team–,22338,1H 57M 21S,4H 6M 3S,4H 10M 28S,W,7041,14763,15028,246.05
45-49,20166,7900,1387,"Oyama, Eiko",Team–,22147,1H 56M 11S,4H 6M 4S,4H 10M 25S,W,6971,14764,15025,246.06666666666666
45-49,20182,7908,1388,"Ramirez Fernandez, Diana",Team–,22605,1H 57M 0S,4H 6M 11S,4H 9M 38S,W,7020,14771,14978,246.18333333333334
45-49,20188,7911,1389,"Gerstenberg, Ulrike",Team–,22387,1H 57M 20S,4H 6M 15S,4H 10M 1S,W,7040,14775,15001,246.25
45-49,20191,7913,1390,"Grady, Marie-Claire",Team–,22543,1H 56M 5S,4H 6M 18S,4H 11M 54S,W,6965,14778,15114,246.3
45-49,20204,7918,1391,"Butler, Lucy",Team–,20899,1H 57M 17S,4H 6M 25S,4H 13M 19S,W,7037,14785,15199,246.41666666666666
45-49,20205,7919,1392,"Humphrey, Jennifer",Team–,22446,1H 51M 22S,4H 6M 25S,4H 10M 5S,W,6682,14785,15005,246.41666666666666
45-49,20206,7920,1393,"Nieves, Lizbeth",Team–,18960,1H 57M 22S,4H 6M 26S,4H 9M 28S,W,7042,14786,14968,246.43333333333334
45-49,20208,7922,1394,"Dimock, Kimberly",Team–,21730,1H 56M 26S,4H 6M 26S,4H 9M 2S,W,6986,14786,14942,246.43333333333334
45-49,20225,7929,1395,"Rocha, Vera Lívia",Team–,31265,1H 55M 46S,4H 6M 36S,4H 10M 45S,W,6946,14796,15045,246.6
45-49,20227,7930,1396,"Her-Flores, Mao",Team–,20706,2H 3M 56S,4H 6M 36S,4H 13M 50S,W,7436,14796,15230,246.6
45-49,20237,7933,1397,"Thompson, Elizabeth",Team–,21712,1H 54M 40S,4H 6M 41S,4H 10M 32S,W,6880,14801,15032,246.68333333333334
45-49,20260,7947,1398,"Williams, Heather",Team–,20780,1H 57M 31S,4H 6M 54S,4H 13M 28S,W,7051,14814,15208,246.9
45-49,20279,7960,1399,"Knuteson, Candice",Team–,16326,2H 1M 51S,4H 7M 5S,4H 7M 12S,W,7311,14825,14832,247.08333333333334
45-49,20281,7962,1400,"Irady, Elvira",Team–,22699,1H 57M 33S,4H 7M 6S,4H 14M 10S,W,7053,14826,15250,247.1
45-49,20300,7970,1401,"Mcclung, Laura",Team–,22659,1H 57M 9S,4H 7M 15S,4H 11M 38S,W,7029,14835,15098,247.25
