Name,Age,AgeClass,BodyweightKg,Squat,Bench,Deadlift,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Date
Daniel Joe J. Rubolin,56,55-59,73.5,102.5,60,127.5,290,1,210.79,209.61,202.71,42.72,2024-12-07
Philippe Courtois,59.5,55-59,73.39,175,120,200,495,1,360.15,358.17,346.4,61.67,2024-11-30
James Lemon,58.5,55-59,89.9,37.5,40,90,167.5,1,108.37,106.99,102.55,22.28,2015-02-21
Mhd Haneef Kulur,55,55-59,76.8,170,90,182.5,442.5,3,312.75,310.23,299.46,63.73,2018-01-07
Pablo Copa,58.5,55-59,82.9,110,95,120,325,1,219.55,217.09,208.84,45.02,2015-10-10
Steven Ford,57.5,55-59,80.56,159.21,129.27,170.1,458.58,1,314.92,311.71,300.24,53.9,2024-12-07
Rod Sutton,55.5,55-59,82.1,150,125,170,445,1,302.27,298.98,287.74,51.72,2023-05-20
Andrew Paige,57,55-59,95,160,135,235,530,1,333.83,329.67,315.29,68.62,2024-06-08
Al Vishnevetsky,58.5,55-59,105,112.5,100,112.5,325,1,196.01,194.2,185.45,40.13,2017-06-24
狩野 一男,58,55-59,81.75,195,155,180,530,3,360.89,357.01,343.66,61.75,2003-09-28
Mike Shae,55,55-59,172.8,267.5,182.5,255,705,1,365.34,381.92,357.14,71.14,2025-02-01
James Wilkins,55.5,55-59,79.6,190,105,192.5,487.5,1,337.15,333.87,321.77,57.71,2024-08-10
Anatoli Volkov,57.5,55-59,84.8,185,110,210,505,5,336.89,332.91,319.92,57.6,1996-10-07
Nikolay Khramtsov,59.5,55-59,86.2,140,100,155,395,1,261.19,258.01,247.76,44.64,1999-04-14
Igor Nikitchuk,56,55-59,84.91,115,95,130,340,4,226.66,223.97,215.22,46.53,2018-03-13
Luis Granados del Val,58.5,55-59,106.8,180,130,230,540,1,323.48,320.81,306.4,66.15,2020-02-15
Anton Biermeier,58.5,55-59,97.9,150,137.5,180,467.5,1,290.45,287,274.24,59.66,2024-08-31
Shreeram Tare,57,55-59,79.65,140,112.5,160,412.5,7,285.18,282.4,272.15,48.82,2019-05-27
Robb Graham,56,55-59,79.5,160,97.5,220,477.5,1,330.48,327.29,315.44,67.56,2025-05-23
Yuri Shumskikh,57.5,55-59,82,200,92.5,185,477.5,2,324.58,321.05,309,55.53,2016-04-30
C.S.Syamlal,57,55-59,66,180,90,195,465,1,364.34,365.12,354.79,72.49,2018-09-26
David Ramsey #1,56,55-59,59.7,162.5,112.5,190,465,1,394.1,398.41,389.16,67.09,2014-10-25
Hayward Gregg,55.5,55-59,82.5,232.5,138.5,220,591,1,400.34,395.91,380.95,68.49,1994-11-05
Ron Delany,59.5,55-59,81.92,215,142.5,262.5,620,1,421.67,417.11,401.47,72.15,2011-09-26
Gary Gervais Jr,57.5,55-59,122.15,257.5,172.5,277.5,707.5,1,403.95,405.13,388.17,81.61,2018-03-17
Steve Cumming,59.5,55-59,102.45,175,162.5,250,587.5,4,357.91,354.21,338.22,73.37,2023-10-08
Sammy Lewis,58.5,55-59,69.9,75,57.5,125,257.5,2,193.61,193.18,187.22,38.94,2018-03-17
Scott H Wood,57,55-59,85.65,85,82.5,160,327.5,1,217.3,214.68,206.21,44.62,2023-08-19
Edwin Spencer,58,55-59,93,185,100,200,485,1,308.58,304.67,291.6,52.6,2019-05-19
Pat Beaumaster,56.5,55-59,82.3,195,130,175,500,3,339.16,335.44,322.8,69.51,2019-03-30
臼井 正宜,55.5,55-59,86.45,165,65,195,425,2,280.59,277.16,266.11,57.64,2013-10-27
Jeremy Morley,57,55-59,88.7,145,102.5,180,427.5,1,278.48,274.97,263.7,57.24,2024-11-02
Michael Kenney,56.5,55-59,72.7,160,102.5,182.5,445,1,325.79,324.2,313.67,65.94,2019-06-01
Nikolay Ryakhin,57,55-59,88,185,120,220,525,2,343.39,339.1,325.32,70.58,2022-06-18
James Thompson #1,56.5,55-59,62.85,175,115,207.5,497.5,1,404.59,407.12,396.57,79.59,2021-11-06
George Linder,56,55-59,80,130,105,185,420,1,289.61,286.73,276.28,59.24,2024-12-07
G. Aron,55.5,55-59,98.6,155,117.5,170,442.5,3,274.05,270.85,258.76,46.59,2001-05-05
Mark Goto,57.5,55-59,89.04,127.5,82.5,172.5,382.5,1,248.67,245.54,235.43,42.45,2019-06-01
Pascal Lesellier,59,55-59,80.7,145,110,160,415,1,284.7,281.78,271.4,58.27,2020-10-18
Aleksey Afonichev,58.5,55-59,90,200,117.5,190,507.5,3,328.15,323.98,310.51,56,2011-03-26
Albert Shakhtarin,57.5,55-59,98.55,260,170,250,680,2,421.23,416.31,397.73,71.62,1995-07-06
Pjotr Mesilane,57,55-59,120.4,175,115,190,480,1,275.36,275.75,264.24,55.72,2009-06-27
T. Alzhanov,58.5,55-59,67,130,95,160,385,2,298.34,298.62,289.97,51.02,2001-03-16
Raul Garcia,57,55-59,79.7,147.5,97.5,187.5,432.5,2,298.89,295.97,285.22,61.12,2024-11-14
Carl Muller,55.5,55-59,148.7,255,160,227.5,642.5,1,346.32,355.93,336.76,68.42,2023-04-29
Ethan Russell,55.5,55-59,109.2,120,95,182.5,397.5,1,236.08,234.46,224.04,48.2,2022-09-11
David Kent,58.5,55-59,82.65,205,117.5,202.5,525,2,355.27,351.32,338.01,72.83,2025-05-07
Andrzej Łasak,57.5,55-59,112.43,225,130,240,595,1,349.56,347.89,332.74,71.2,2024-06-14
Robert Buczek,55.5,55-59,106.9,180,142.5,190,512.5,15,306.89,304.37,290.71,62.75,2021-02-25
Gary Costello,58.5,55-59,107.35,190,145,200,535,10,319.84,317.29,303.07,65.38,2017-11-17
Borys Stadnik,55.5,55-59,90.7,150,125,170,445,2,286.62,282.98,271.12,48.9,1996-04-21
Jānis Ludboržs,58.5,55-59,73.65,170,120,200,490,2,355.69,353.66,341.98,60.91,2001-10-13
Alexandr Podryadov,58,55-59,89.22,175,110,200,485,1,314.99,311.01,298.18,64.75,2011-09-26
László Görög,55.5,55-59,58.1,105,67.5,130,302.5,3,262.27,265.81,260.05,50.47,2019-03-05
Ronald Talasasa,55.5,55-59,74.1,65,50,110,225,5,162.68,161.69,156.31,33.01,2020-07-08
Kalju Task,56.5,55-59,96,160,137.5,180,477.5,1,299.31,295.63,282.64,50.95,2007-11-17
Anders Johansson,56.5,55-59,100.75,65,150,75,290,2,177.93,175.97,168.05,30.22,2025-02-08
Mathias Siegle,55,55-59,79.1,235,162.5,245,642.5,11,446.02,441.8,425.9,76.36,2019-04-06
Antonio Macía Pajarés,58.5,55-59,81.52,212.5,110,247.5,570,5,388.76,384.62,370.28,79.63,2025-02-09
Tom Henderson #3,58,55-59,108.1,202.5,125,205,532.5,1,317.48,315.09,301.02,64.87,2018-06-23
Patanjali Jha,59,55-59,94.3,100,75,150,325,2,205.42,202.84,194.04,42.23,2024-07-21
Steve Turlington,58.5,55-59,79.9,175,132.5,260,567.5,1,391.61,387.74,373.62,80.09,2025-04-12
Wayne Hill,55,55-59,142.6,232.5,177.5,215,625,1,340.76,348.31,330.6,67.64,2022-03-12
Marc Hagberg,59.5,55-59,87.2,175,110,200,485,1,318.74,314.8,302.13,65.49,2019-02-17
Matt Muraoka,57.5,55-59,66.05,155,127.5,157.5,440,3,344.56,345.27,335.49,58.9,2023-03-03
Claudio Ardissone,57.5,55-59,121.8,180,110,202.5,492.5,1,281.46,282.2,270.4,56.88,2017-12-07
Brad Ringin,57,55-59,89.8,175,100,210,485,3,313.95,309.97,297.11,64.55,2022-09-11
Bill Schemel,57.5,55-59,105.7,215,125,232.5,572.5,1,344.35,341.31,325.94,58.34,2017-01-22
Ray Ancilleri,57.5,55-59,87.5,132.5,107.5,182.5,422.5,1,277.17,273.73,262.67,56.96,2013-02-17
Buthabhak Al,58.5,55-59,121.2,80,50,100,230,2,131.66,131.93,126.42,22.14,2012-05-01
鈴木 光,59.5,55-59,65.2,110,110,150,370,2,292.55,293.47,285.33,58.05,2019-09-14
Joe McCullough,57.5,55-59,73.15,190,112.5,212.5,515,2,375.51,373.52,361.3,76.06,2024-08-04
Paul Cudworth,57.5,55-59,85.1,125,100,127.5,352.5,2,234.7,231.91,222.83,48.19,2024-07-20
Anatoliy Matyugin,58.5,55-59,103.2,210,145,260,615,1,373.53,369.79,353.09,76.55,2021-05-14
Dhanraj Raikwar,56.5,55-59,62.5,105,67.5,125,297.5,4,243,244.64,238.37,47.74,2022-10-12
Vyacheslav Karimov,57.5,55-59,103.4,230,115,225,570,6,345.92,342.49,327.02,70.88,2019-11-21
Aleksandr Polstyuk,59.5,55-59,81.55,157.5,110,200,467.5,1,318.78,315.38,303.62,65.29,2020-09-11
F. Dale Fitzsimons,59,55-59,81.96,172.37,122.47,210.92,505.76,6,343.88,340.15,327.39,58.84,2010-01-16
Angelo Canionero,57.5,55-59,84.8,175,105,227.5,507.5,1,338.56,334.56,321.5,69.5,2024-10-05
Juha Seppälä,57.5,55-59,107.32,232.5,125,250,607.5,1,363.22,360.32,344.17,74.25,2019-09-07
Dennis Smits,56,55-59,92.1,255,152.5,235,642.5,1,410.72,405.5,388.25,70.03,2016-05-20
Sergey Nikifortsev,57.5,55-59,85.55,135,87.5,140,362.5,1,240.67,237.78,228.41,41.14,2021-12-18
Fergus Stewart,59,55-59,97.8,135,80,175,390,2,242.41,239.53,228.88,49.79,2023-08-05
Mark Connell,59.5,55-59,73.8,140,82.5,160,382.5,1,277.28,275.67,266.54,56.23,2017-08-19
Timothy Cason,55,55-59,96.1,177.5,157.5,255,590,1,369.65,365.12,349.05,75.97,2022-08-13
Frode Rui,55.5,55-59,119.34,285,177.5,327.5,790,1,454.54,454.78,435.77,92.06,2025-03-28
Juho Valkjervi,56.5,55-59,59.8,140,80,200,420,3,355.47,359.3,350.93,60.52,1988-07-31
Thomas Mac Whinnie Sr,59.5,55-59,88.1,77.5,77.5,152.5,307.5,2,201.01,198.49,190.42,41.31,2017-12-02
Igor Sakhatarov,55,55-59,70.5,100,70,120,290,1,216.77,216.15,209.41,43.66,2022-06-18
Alan Hinton,55,55-59,90.28,140,102.5,180,422.5,19,272.76,269.3,258.06,56.08,2019-04-06
Pavel Gorta,57.5,55-59,92.2,185,145,190,520,2,332.24,328.01,314.05,56.65,2005-08-18
Ron Dizbon,56,55-59,81.9,125,110,190,425,1,289.09,285.97,275.25,59.23,2024-09-28
Rashit Garipov,58.5,55-59,98,70,85,100,255,6,158.36,156.48,149.52,26.93,2014-04-26
Jim Klein,58,55-59,82.5,219.99,138.35,229.06,587.4,3,397.9,393.5,378.63,68.07,1998-01-18
Yuri Sorokin,58.5,55-59,82.5,135,105,195,435,6,294.67,291.41,280.39,50.41,1999-04-08
Dennis Bakken,59.5,55-59,94.7,137.5,65,170,372.5,2,234.97,232.04,221.94,48.3,2018-10-27
Daren Roeser,57,55-59,139.5,220,170,275,665,1,364.8,371.81,353.5,72.59,2025-03-09
Mark Schellen,59,55-59,129.1,270,175,240,685,1,384.37,387.92,370.72,64.46,2021-07-17
Barry McEvoy,57.5,55-59,91.33,200,147.5,227.5,575,1,369.09,364.39,349.01,75.89,2023-11-11
Alberto McGregor,57,55-59,65.06,205,122.5,210,537.5,2,425.68,427.09,415.29,84.43,2018-08-01
Chad Salois,55.5,55-59,121.75,150,97.5,175,422.5,1,241.49,242.11,231.99,48.81,2024-10-12
Hideaki Inaba,59,55-59,52.5,215,92.5,215,522.5,1,495.95,507.63,499.64,83.61,2003-10-08
Sati Ram Singh,55.5,55-59,58.4,182.5,97.5,172.5,452.5,14,390.62,395.7,387,66.41,2017-08-14
František Kirchner,56.5,55-59,73.8,130,110,150,390,1,282.72,281.07,271.77,48.42,2005-06-04
Freddy Oreskov,59.5,55-59,100.7,145,90,175,410,2,251.6,248.83,237.64,42.73,2006-04-29
Willy E. Sickert,59,55-59,87.36,90,90,157.5,337.5,1,221.59,218.85,210.02,45.53,2017-10-05
Eric Kobal,58.5,55-59,99.8,120,117.5,170,407.5,3,251.04,248.2,237.07,51.53,2017-03-14
Steffen Kulhawy,56,55-59,66,110,85,160,355,1,278.15,278.74,270.86,55.34,2019-11-16
Calixto Orta,57.5,55-59,102.33,137.5,120,152.5,410,1,249.9,247.3,236.14,51.23,2020-12-13
Valeriy Demidov,57,55-59,79.4,170,105,180,455,1,315.15,312.11,300.83,64.42,2021-02-21
Mike Larson,56,55-59,98.1,135,112.5,182.5,430,1,266.91,263.76,252.01,54.82,2024-07-20
Nicholas J Miles,58,55-59,89.9,240,60,260,560,1,362.3,357.7,342.84,61.83,2010-04-11
Vladimir Svetlakov,56.5,55-59,110,195,120,207.5,522.5,3,309.46,307.49,293.88,52.32,1995-04-21
Gazinur Fattakhov,56.5,55-59,99.1,120,120,160,400,1,247.18,244.33,233.4,50.75,2021-09-25
David Cooper #5,59.5,55-59,78.35,122.5,102.5,157.5,382.5,1,267.06,264.64,255.23,54.52,2024-11-02
Arthur Oudshoorn,59.5,55-59,101.18,95,80,137.5,312.5,3,191.38,189.31,180.78,39.26,2024-11-16
Dan Breton,57,55-59,87,215,122.5,255,592.5,2,389.87,385.06,369.6,80.1,2024-07-20
Michael Darcy,56,55-59,106.15,185,147.5,207.5,540,1,324.26,321.47,307,66.33,2025-03-08
Ilkka Kekkkonen,55.5,55-59,79.55,200,127.5,207.5,535,3,370.14,366.55,353.27,63.36,2013-02-23
Gregory Saxon,55,55-59,80,165,102.5,205,472.5,2,325.81,322.58,310.81,55.77,2008-05-02
Nikolay Shipitsyn,58.5,55-59,90,205,115,215,535,4,345.93,341.54,327.33,59.04,1995-04-21
John Cary,59.5,55-59,71.6,100,65,142.5,307.5,4,227.44,226.55,219.33,45.93,2018-10-11
Tim Perez,56.5,55-59,96.9,195,115,207.5,517.5,1,323,319.09,304.98,66.37,2016-04-23
Anatoliy Yeremenko,57.5,55-59,125.5,200,140,180,520,2,294.34,296.08,283.24,49.42,1997-04-19
Xavier Hare,56,55-59,65.42,157.5,110,210,477.5,1,376.6,377.68,367.15,74.78,2018-03-23
Mark Flach,55.5,55-59,96.25,195,122.5,262.5,580,2,363.13,358.68,342.89,74.62,2024-06-08
Hennry Trost,57,55-59,91.3,190,125,210,525,7,337.05,332.76,318.72,57.49,2012-03-29
Geoffery Stokelin,59.5,55-59,126.2,125,132.5,140,397.5,1,224.61,226.08,216.3,37.7,2022-12-10
Jim Callaghan,59.5,55-59,72.5,75,45,110,230,1,168.7,167.9,162.47,34.13,2020-07-25
Steven Pederson,57.5,55-59,89.8,212.5,125,205,542.5,1,351.17,346.72,332.33,72.2,2018-08-04
Mogamat Kader,55.5,55-59,107.6,240,160,250,650,2,388.24,385.2,367.96,79.35,2025-03-27
Shyam Sahani,59,55-59,95.7,125,100,155,380,2,238.54,235.59,225.26,40.61,2019-05-27
Erkki Karmakka,56.5,55-59,82.1,220,147.5,260,627.5,1,426.24,421.6,405.75,72.93,2003-03-22
Jose Oyarse Pinglo,55.5,55-59,82.7,203.5,112.5,230,546,1,369.35,365.24,351.39,75.72,2024-09-17
Angel Lisiaga,57.5,55-59,80.1,245,142.5,260,647.5,1,446.15,441.7,425.57,76.37,1993-10-26
Todd Knutsen,57,55-59,99.6,215,135,215,565,1,348.37,344.41,328.97,71.51,2023-11-11
Bob White,58.5,55-59,95.8,142.5,102.5,192.5,437.5,1,274.5,271.12,259.22,56.42,2025-02-22
Jarmo Putkonen,58.5,55-59,104.85,185,135,200,520,1,313.79,310.88,296.86,64.24,2024-04-27
Stephen Latham,58,55-59,97.3,120,95,185,400,4,249.2,246.21,235.29,51.2,2022-06-11
Dietmar Hackstock,57,55-59,90.5,162.5,95,187.5,445,3,286.94,283.29,271.44,59,2025-04-05
Manoj Bohit,55.5,55-59,71.38,155,107.5,175,437.5,5,324.26,323.06,312.82,65.45,2024-07-21
Niclas Yngvesson,59.5,55-59,73.6,160,130,237.5,527.5,2,383.08,380.91,368.34,77.66,2024-02-12
Dwight Kemper,55,55-59,100.7,125,87.5,155,367.5,1,225.52,223.04,213.01,46.27,2013-06-30
Heiko Grunert,56,55-59,83,157.5,110,170,437.5,1,295.35,292.03,280.91,60.56,2024-09-28
Doug Patterson,58,55-59,125,117.5,100,150,367.5,2,208.28,209.42,200.41,41.97,2010-08-15
Bill Fabiano,56.5,55-59,99.8,65,115,65,245,1,150.93,149.22,142.53,30.98,2014-01-11
James Huff,55,55-59,107.5,185,130,167.5,482.5,1,288.29,286.03,273.21,58.93,2025-04-26
Gregory Policastro,56,55-59,95.25,175,147.5,182.5,505,1,317.7,313.75,300.04,65.3,2007-10-12
Yuvaraj T,56,55-59,78,207.5,92.5,207.5,507.5,4,355.29,352.16,339.7,60.83,2019-05-27
Pat Huntley,56,55-59,82.37,180,117.5,215,512.5,1,347.47,343.65,330.68,71.22,2022-04-09
Evgeniy Kharlov,57.5,55-59,102.7,260,165,240,665,1,404.71,400.57,382.49,68.67,2015-03-20
Jim Ranker,56.5,55-59,126,160,110,205,475,1,268.54,270.24,258.41,54.07,2015-05-16
Cory Peterson,55.5,55-59,124.85,215,125,205,545,1,309,310.64,297.31,62.28,2024-12-21
Chien-Min Fu,56.5,55-59,90.4,190,125,207.5,522.5,1,337.1,332.81,318.91,69.31,2023-06-24
Dale Dandurand,56,55-59,72.8,187.5,129,185,501.5,1,366.82,364.99,353.12,62.82,2024-11-14
Aleksandr Shipulov,56.5,55-59,115.9,210,130,195,535,5,310.92,310.22,297.03,52.42,2016-03-31
Patrick Northcutt,55,55-59,128,260,185,267.5,712.5,1,400.84,404.14,386.39,80.57,2025-05-03
Earl Winebrenner,58.5,55-59,99.1,140,110,160,410,1,253.36,250.43,239.23,52.02,2023-11-12
浅間 成敏,56,55-59,93,275,195,240,710,8,451.74,446.01,426.88,77,2015-06-27
Sajid Nagi,59.5,55-59,71.98,142.5,97.5,170,410,1,302.17,300.88,291.24,61.07,2024-07-21
Jorma Toivainen,55.5,55-59,74.95,220,127.5,215,562.5,1,403.72,401,387.47,69.14,2003-03-22
John Burgoin,59.5,55-59,72.6,210,115,190,515,5,377.39,375.57,363.39,64.62,2006-10-02
Oleg Danshchikov,55.5,55-59,92.35,220,167.5,240,627.5,1,400.6,395.51,378.65,82.37,2021-03-05
Chris Jenkins #10,58,55-59,86.73,204.12,136.08,238.14,578.33,1,381.17,376.48,361.42,65.13,2013-04-13
Mamedov Iaman,58.5,55-59,105.8,232.5,135,232.5,600,5,360.76,357.59,341.49,73.82,2019-03-05
Vera Cruz Sean V,57.5,55-59,72.75,137.5,75,142.5,355,1,259.78,258.5,250.1,52.58,2024-02-20
Benjamin Gilliam,58.5,55-59,104.8,102.5,110,155,367.5,1,221.81,219.75,209.84,45.41,2016-09-25
Sam Opat,56,55-59,119.25,202.5,127.5,240,570,1,328.04,328.19,314.47,66.44,2024-11-17
Panagiotis Koutentis,55.5,55-59,102.77,167.5,142.5,195,505,6,307.25,304.11,290.39,62.98,2025-02-09
Mike Stagg,56,55-59,74.2,177.5,147.5,220,545,1,393.7,391.28,378.24,79.9,2024-11-03
Mick Coopey,59.5,55-59,73.5,162.5,102.5,185,450,1,327.09,325.26,314.55,66.3,2019-07-28
R.K. Surati,59.5,55-59,51.1,135,90,160,385,1,374.95,384.82,379.36,63.05,2005-10-04
Peter Leitch,55,55-59,92.5,180,100,190,470,12,299.82,296.01,283.37,61.65,2019-09-14
Herb Greenidge,56.5,55-59,90,195,120,185,500,2,323.3,319.2,305.92,66.47,2011-07-17
Steve Pawson,57,55-59,148.2,220,190,285,695,1,374.96,385.19,364.54,74.1,2024-09-16
Steve Stein,57,55-59,58.6,97.5,62.5,137.5,297.5,1,256.08,259.33,253.57,43.54,2010-12-04
Martti Ruini,55.5,55-59,55.4,140,75,180,395,3,356.94,363.41,356.54,60.46,1994-10-19
Fabrice Pailler,55,55-59,64.95,145,100,192.5,437.5,3,346.93,348.12,338.54,68.78,2018-06-06
Patrick Foin,59,55-59,82,100,80,160,340,1,231.11,228.6,220.02,47.35,2019-10-23
Dave Wilke,58.5,55-59,91.82,175,110,217.5,502.5,7,321.7,317.61,304.14,66.15,2017-10-10
Yves Ponnau,56.5,55-59,98.4,262.5,145,282.5,690,4,427.72,422.7,403.85,72.72,2009-06-23
Mark Fennessy,56,55-59,90.9,190,105,232.5,527.5,9,339.39,335.07,320.99,69.78,2024-03-09
John Lachawiec,58.5,55-59,101.5,160,92.5,210,462.5,1,282.87,279.83,267.22,58.02,2016-01-24
Aleksandr Shchekotovskiy,56.5,55-59,87.6,245,150,255,650,2,426.16,420.86,403.84,72.79,2003-03-15
Marian Daňo,58,55-59,91.1,230,175,200,605,3,388.83,383.88,367.72,66.33,2025-05-02
Larry Shamblin,57,55-59,124,157.5,105,190,452.5,1,257.11,258.28,247.32,51.86,2019-07-11
Greg Gavelin,56,55-59,91.7,185,85,215,485,1,310.7,306.74,293.75,63.89,2015-01-31
Mark Houdlette,58.5,55-59,103.8,195,90,195,480,1,290.84,288,275,59.58,2019-01-27
Alex Biasin,55,55-59,122.15,180,130,225,535,5,305.46,306.35,293.53,61.71,2023-03-26
Mark Okamoto,59.5,55-59,74.35,147.5,97.5,152.5,397.5,3,286.77,284.97,275.46,58.21,2025-04-05
Gary Valero,57,55-59,58.98,80,92.5,102.5,275,1,235.43,238.27,232.9,45.51,2021-08-07
Igor Pak #2,58.5,55-59,84.2,165,105,160,430,1,287.98,284.62,273.61,49.24,2005-11-26
Leo Molenaar,55.5,55-59,92.3,200,135,240,575,1,367.18,362.52,347.07,62.6,2014-05-18
Valentyn Kravchuk,56.5,55-59,58.3,100,72.5,135,307.5,1,265.83,269.34,263.44,45.19,1997-04-19
Thomas Montoya,59.5,55-59,127.8,190,105,167.5,462.5,1,260.32,262.41,250.91,52.33,2024-11-23
Ajoy Sarker,57,55-59,65.2,160,107.5,185,452.5,1,357.79,358.91,348.96,70.99,2025-05-18
Jason Cronk,56,55-59,118.2,162.5,117.5,162.5,442.5,2,255.43,255.32,244.61,51.78,2024-02-03
Michael Valdes,58,55-59,148.8,75,140,130,345,1,185.93,191.1,180.8,36.73,2023-05-06
Peter Schultz,59.5,55-59,91.05,260,140,275,675,9,433.93,428.41,410.39,89.23,2024-03-22
Wilson Martinez,59,55-59,119.25,275,150,282.5,707.5,1,407.17,407.36,390.33,82.47,2024-12-08
Garry Rae,59.5,55-59,74.1,170,115,170,455,1,328.97,326.97,316.1,56.34,2010-05-01
Mat Carlile,55,55-59,89.2,90,80,150,320,14,207.85,205.22,196.76,42.73,2024-05-18
Jose Casas,55.5,55-59,80,235,175,240,650,1,448.21,443.75,427.57,76.72,2010-08-05
David Car,55.5,55-59,107.1,215,110,272.5,597.5,1,357.53,354.63,338.73,73.1,2025-05-18
Shawn Hinkle,55,55-59,80.8,137.5,110,170,417.5,1,286.21,283.26,272.81,58.59,2025-02-16
M. Bernard,59,55-59,100,177.5,60,230,467.5,1,287.75,284.52,271.74,59.06,2000-08-12
Rik Priester,59.5,55-59,104.68,285,135,245,665,2,401.55,397.8,379.85,68.07,2015-07-14
Patrice Hublard,57,55-59,115.52,195,120,235,550,4,320,319.2,305.59,65.02,2018-03-23
Keijo Sulo Stenholm,55.5,55-59,82.6,158,134,180,472,20,319.51,315.97,304.01,65.5,2020-09-26
Gage Gilham,59.5,55-59,81.6,105,90,142.5,337.5,1,230.06,227.6,219.1,47.12,2024-06-15
Jay Hambert,55,55-59,89.5,170,165,227.5,562.5,1,364.74,360.12,345.22,74.99,2023-03-11
Pascal Lino,56.5,55-59,70.68,130,70,235,435,1,324.58,323.6,313.47,65.41,2025-01-12
Gustavo Adolfo Moreno Mar,56.5,55-59,83.4,200,122.5,250,572.5,1,385.45,381.06,366.47,65.93,2024-01-13
Tom Dorsey,55,55-59,120.66,182.5,127.5,220,530,2,303.83,304.32,291.63,61.46,2003-10-31
Aaron Pickrell,55,55-59,83.6,157.5,112.5,205,475,1,319.38,315.72,303.6,65.51,2024-11-24
Charles Verhnet,59.5,55-59,104.4,185,115,200,500,1,302.25,299.38,285.87,61.9,2021-12-11
Patrick Valfrey,59,55-59,87.8,172.5,127.5,200,500,1,327.42,323.34,310.23,67.29,2024-11-24
Salavat Garipov,58.5,55-59,82.3,210,110,250,570,19,386.65,382.4,367.99,66.15,2007-01-25
Berdrand Gillot,57,55-59,108,130,105,195,430,1,256.46,254.52,243.14,52.4,2019-01-13
Mika Timonen,57.5,55-59,82.55,170,85,180,435,2,294.56,291.3,280.28,60.38,2024-04-27
Mark P Cucinella,57,55-59,75,182.5,137.5,192.5,512.5,1,367.68,365.19,352.86,62.97,2008-03-15
Mike DeFalco,56.5,55-59,134.3,215,145,245,605,1,335.51,340.28,324.37,67.06,2024-07-12
Bart Pederson,55,55-59,119.4,150,87.5,155,392.5,1,225.79,225.92,216.48,45.73,2022-12-17
Pentti Kurkela,56.5,55-59,100,195,160,242.5,597.5,4,367.77,363.63,347.31,62.48,1989-08-11
Patrick McNamara #3,59,55-59,107.8,180,30,245.5,455.5,1,271.87,269.77,257.71,55.56,2016-05-07
Bufford Smith,57,55-59,122.1,215,152.5,207.5,575,1,328.35,329.29,315.51,66.34,2021-04-10
Chintha Nagaraju,57.5,55-59,58.8,85,62.5,110,257.5,4,221.01,223.75,218.74,42.69,2022-10-12
Sean Essig,57.5,55-59,128.85,237.5,165,257.5,660,1,370.56,373.9,357.35,74.42,2024-05-12
Libor Novák,59,55-59,82.5,200,157.5,217.5,575,5,389.5,385.2,370.63,66.63,2025-05-02
Kevin Hopper,57,55-59,99.7,137.5,72.5,137.5,347.5,1,214.17,211.74,202.25,43.96,2011-11-12
Andreas Schmitt,58.5,55-59,97.9,107.5,100,100,307.5,1,191.05,188.78,180.38,32.49,2024-08-03
Andrew Rodney,59.5,55-59,114.25,160,142.5,210,512.5,6,299.35,298.31,285.48,60.88,2025-02-09
Juraj Valuška,56.5,55-59,86.4,190,135,190,515,2,340.12,335.96,322.58,69.87,2025-04-05
Robert Engel,55,55-59,80.3,147.5,85,157.5,390,2,268.33,265.63,255.9,54.9,2024-12-07
Paul Naveau,55,55-59,92.8,130,75,200,405,6,257.95,254.68,243.77,53.04,2023-03-19
Patrick Barber,56.5,55-59,137.1,145,135,180,460,1,253.59,257.87,245.48,50.57,2015-03-21
Ron Fuller,55.5,55-59,90,258.55,161.03,235.87,655.44,1,423.81,418.43,401.02,72.33,2015-10-18
J.Marc LeQuernec,55.5,55-59,88.8,200,150,240,590,7,384.11,379.27,363.71,65.58,1997-07-03
Nick Belgrove,55,55-59,92,170,122.5,192.5,485,1,310.2,306.26,293.25,63.78,2024-11-30
上村 博之,57.5,55-59,91.45,180,100,200,480,1,307.91,303.99,291.15,63.31,2020-12-19
Billy Bodle,56,55-59,66,150,87.5,170,407.5,2,319.29,319.97,310.92,63.52,2016-06-18
Paul Hlodnecki,55,55-59,97.98,255,215,257.5,727.5,1,451.82,446.47,426.6,76.84,2011-11-05
N. Gregory,55.5,55-59,90,226.8,142.88,226.8,596.47,3,385.68,380.78,364.94,65.82,1999-10-23
Bill Gray,59.5,55-59,110.6,165,132.5,187.5,485,1,286.66,284.95,272.38,58.47,2017-04-22
Peter Potzmann,57,55-59,77,150,95,195,440,5,310.49,307.94,297.21,63.28,2021-08-14
Anatoly Volkov,55.5,55-59,79.8,170,97.5,185,452.5,9,312.48,309.41,298.16,53.49,1994-10-19
Gabriele Ferrari,59,55-59,121,230,110,270,610,4,349.37,350.04,335.43,70.65,2016-11-04
Tien Chen Li,57.5,55-59,70,140,97.5,147.5,385,1,289.19,288.51,279.6,49.5,2007-05-02
Mike Kovach,55.5,55-59,93,152.5,127.5,222.5,502.5,3,319.72,315.67,302.12,65.74,2015-04-18
Viktor Tsiviljov,55,55-59,71.2,180,120,210,510,1,378.64,377.31,365.38,64.83,2006-11-18
