"","fighter_name","Height","Weight","Reach","Stance","Birthyear","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg"
"1194","Mike Pierce",68,170,71,"Orthodox",1980,2.62,42,2.36,62,3.08,42,71,0.2
"1195","Brad Pickett",66,135,68,"Orthodox",1978,3.02,31,4.63,55,2.47,44,58,0.4
"1196","Sean Pierson",72,170,76,"Southpaw",1976,3.84,39,3.73,64,0.39,18,66,0.4
"1197","Domingo Pilarte",72,135,73,"Southpaw",1990,2.04,50,3.69,42,2,42,75,1.3
"1198","Daniel Pineda",67,145,69,"Orthodox",1985,3.41,49,2.72,44,1.55,29,44,1.8
"1199","Luana Pinheiro",62,115,62,"Orthodox",1992,3.57,40,1.43,78,0,0,0,0
"1200","Pingyuan Liu",66,135,72,"Orthodox",1993,2.36,33,2.99,54,0.25,20,56,1
"1201","Maki Pitolo",70,185,75,"Orthodox",1990,4.2,44,3.71,56,2.42,52,55,0.5
"1202","Jamal Pogues",75,205,77,"Orthodox",1995,3.27,74,3.07,56,7,63,100,0
"1203","Igor Pokrajac",72,205,74,"Orthodox",1979,2.25,45,4.26,40,0.87,29,51,0.2
"1204","Dustin Poirier",69,155,72,"Southpaw",1989,5.59,50,4.17,54,1.47,36,61,1.3
"1205","Santiago Ponzinibbio",72,170,73,"Orthodox",1986,4.21,40,4.05,64,0.52,44,60,0
"1206","Grigory Popov",67,135,68,"Switch",1984,3.63,37,4.2,55,0,0,45,0
"1207","Parker Porter",72,265,75,"Orthodox",1985,7.69,49,7.36,52,1.65,60,0,1.1
"1208","Callan Potter",72,170,72,"Orthodox",1984,3.18,50,4.72,58,3.29,66,100,0
"1209","Devin Powell",72,155,73,"Orthodox",1988,2.88,41,3.67,51,0,0,0,0.6
"1210","Ruan Potts",74,247,75,"Orthodox",1978,0.85,37,5.92,22,0.75,16,33,2.3
"1211","Marcin Prachnio",75,205,74,"Orthodox",1988,5.4,47,3.71,58,0,0,0,0
"1212","Ricardo Prasel",79,238,78,"Orthodox",1990,2.21,57,7.83,37,0,0,0,0
"1213","Wagner Prado",72,205,74,"Southpaw",1986,1.72,40,3.06,50,0,0,22,0
"1214","Trevor Prangley",73,185,75,"Orthodox",1972,2.59,60,2.02,48,3.38,55,74,1
"1215","Carlo Prater",71,155,72,"Switch",1981,2.03,47,4.07,35,0.43,9,57,1.7
"1216","Michel Prazeres",66,170,67,"Orthodox",1981,2.44,47,2.49,58,4.11,36,50,0.6
"1217","Kyle Prepolec",70,170,70,"Southpaw",1989,3.2,34,4.7,54,0,0,40,0
"1218","Niko Price",72,170,76,"Orthodox",1989,5.33,41,5.83,49,0.89,22,72,0.9
"1219","Lara Procopio",64,125,67,"Orthodox",1995,6.7,57,6.93,47,3.5,50,0,0.5
"1220","Jiri Prochazka",75,205,80,"Orthodox",1992,5.67,45,7.05,55,0,0,100,0
"1221","Joe Proctor",70,155,72,"Orthodox",1985,3.39,36,3.93,59,0,0,70,1.8
"1222","Cole Province",69,145,68,"Orthodox",1981,1.47,44,2.72,43,2.4,50,83,1
"1223","Lucie Pudilova",68,125,67,"Orthodox",1994,4.15,36,4.09,52,0.16,12,61,0.6
"1224","Claudio Puelles",71,155,72,"Southpaw",1996,1.95,44,3.73,50,3.06,36,0,1.3
"1225","Jens Pulver",67,145,70,"Southpaw",1974,2.12,37,3.13,56,0.22,33,63,0.3
"1226","CM Punk",73,170,73,"Orthodox",1978,1.1,23,4.87,40,0.87,11,0,0
"1227","Joe Pyfer",74,185,75,"Orthodox",1996,2.76,48,3.68,23,3.45,100,0,0
"1228","Mike Pyle",72,170,74,"Orthodox",1975,2.74,45,2.84,60,1.8,35,70,1.5
"1229","Billy Quarantillo",70,145,70,"Orthodox",1988,7.03,64,4.37,42,1.28,31,57,1.8
"1230","Nate Quarry",72,185,72,"Open Stance",1972,4.96,44,2.8,66,0.25,33,60,0
"1231","Michel Quinones",70,155,73,"Orthodox",1984,2.91,29,5.98,48,0,0,36,0
"1232","Jose Quinonez",68,135,69,"Southpaw",1990,3.6,45,3,64,2.7,47,42,0.6
"1233","Ricky Rainey",73,170,77,"Switch",1983,2.55,48,2.62,46,0.95,18,55,0
"1234","Shavkat Rakhmonov",73,170,77,"Orthodox",1994,2.79,52,1.93,50,0,0,100,3.2
"1235","Aleksandar Rakic",76,205,78,"Orthodox",1992,4.23,52,2.23,52,0.75,25,90,0.2
"1236","Davi Ramos",66,155,70,"Orthodox",1986,2.64,37,3.44,56,1.95,40,83,0.6
"1237","Ricardo Ramos",69,145,72,"Orthodox",1995,3,39,3.28,58,1.99,56,71,0.7
"1238","Ed Ratcliff",70,155,71,"Orthodox",1983,2.71,38,2.96,63,0.28,16,53,0
"1239","Bec Rawlings",66,125,64,"Orthodox",1989,4.48,42,5.66,57,0.71,40,68,0.4
"1240","Stevie Ray",70,155,70,"Southpaw",1990,3.73,44,2.93,54,0.75,46,55,0.6
"1241","Abdul Razak Alhassan",70,170,73,"Orthodox",1985,4.54,48,5.11,53,0.72,28,42,0
"1242","Rafael Rebello",65,135,67,"Orthodox",1980,2.19,32,3.29,58,2.82,33,75,0.5
"1243","Greg Rebello",72,240,73,"Southpaw",1982,2.61,39,2.92,58,0,0,0,0
"1244","Karl Reed",75,205,78,"Orthodox",1988,2.04,44,3.84,38,1.06,22,53,0
"1245","Stephen Regman",71,185,76,"Orthodox",1991,1.41,60,4.93,23,3.52,100,0,0
"1246","Goran Reljic",75,205,81,"Southpaw",1984,1.69,37,2.69,59,1.69,50,33,1.1
"1247","Wilson Reis",64,125,65,"Southpaw",1985,1.83,29,3.04,55,5.15,42,47,0.6
"1248","Chance Rencountre",74,170,75,"Southpaw",1986,1.1,20,3.62,49,1.35,26,16,0.3
"1249","Marion Reneau",66,135,68,"Orthodox",1977,3.29,41,3.37,61,0.66,63,50,0.8
"1250","Alex Reyes",71,170,73,"Orthodox",1986,4.56,46,8.35,38,0,0,0,0
"1251","Dominick Reyes",76,205,77,"Southpaw",1989,4.53,48,3.16,49,0.2,16,82,0.2
"1252","Marco Polo Reyes",71,155,71,"Orthodox",1984,6,37,5.52,59,0,0,46,0
"1253","Victor Reyna",71,170,74,"Southpaw",1986,5.8,63,4.75,42,0,0,100,0
"1254","Mike Rhodes",73,170,74,"Orthodox",1989,3.2,39,4.13,64,0.96,33,75,0.5
"1255","Amanda Ribas",63,125,66,"Orthodox",1993,4.25,44,1.78,71,2.31,58,85,1.6
"1256","Mike Ricci",72,155,76,"Southpaw",1986,1.8,32,1.64,65,0.67,100,54,0
"1257","Brad Riddell",67,155,71,"Orthodox",1991,4.36,50,2.62,53,1,37,60,0
"1258","Matthew Riddle",73,170,76,"Southpaw",1986,3.01,42,2.74,54,3.51,50,89,0.5
"1259","Joe Riggs",72,185,70,"Southpaw",1982,2.41,51,1.69,57,2.45,55,62,0.6
"1260","Aaron Riley",68,155,69,"Southpaw",1980,3.45,34,3.78,61,1.18,34,60,0.1
"1261","Jordan Rinaldi",70,145,72,"Orthodox",1987,1.56,35,2.32,59,1.45,35,20,1.2
"1262","Nick Ring",72,185,74,"Southpaw",1979,3.52,42,3.48,62,1.36,36,52,0.3
"1263","Mike Rio",70,155,70,"Orthodox",1981,1.68,39,2.99,53,2.58,27,0,1
"1264","Diego Rivas",68,145,69,"Orthodox",1991,1.37,40,2.14,52,1.79,60,64,0.9
"1265","Jorge Rivera",73,185,73,"Orthodox",1972,3.16,48,2.64,54,0.84,50,63,0.1
"1266","Francisco Rivera",68,135,70,"Orthodox",1981,4.07,41,3.16,68,1.01,63,68,0.6
"1267","Irwin Rivera",66,135,67,"Southpaw",1989,3.36,44,5.07,57,1,16,70,0
"1268","Jimmie Rivera",64,135,68,"Orthodox",1989,4.03,40,3.9,60,0.88,27,92,0.1
"1269","Jerome Rivera",70,145,72,"Southpaw",1995,3.08,34,2.47,51,0,0,40,0
"1270","Kali Robbins",63,115,63,"Orthodox",1984,3.73,46,9.4,44,2,33,0,0
"1271","Karl Roberson",73,185,74,"Southpaw",1990,3,51,2.42,57,0.99,57,50,0.8
"1272","Danny Roberts",73,170,74,"Southpaw",1987,3.41,44,3.08,55,0.18,6,53,0.4
"1273","Daniel Roberts",70,170,74,"Southpaw",1980,0.73,20,2.27,46,2.46,44,40,2.5
"1274","Roosevelt Roberts",74,155,73,"Orthodox",1994,3.03,49,2.27,52,1.75,53,58,1.1
"1275","Kenny Robertson",70,170,74,"Orthodox",1984,3.72,47,3.02,52,1.37,26,57,0.8
"1276","Gillian Robertson",65,125,63,"Orthodox",1995,2.05,51,2.1,51,2.64,46,0,0.9
"1277","Alvin Robinson",69,155,68,"Southpaw",1982,1.57,50,1.29,51,1.24,50,25,1.2
"1278","Vagner Rocha",70,155,73,"Orthodox",1982,2.64,42,4.5,48,1.4,33,50,1.9
"1279","Carlos Eduardo Rocha",70,170,73,"Orthodox",1981,1.24,34,1.85,55,0,0,52,1.4
"1280","Luke Rockhold",75,205,77,"Southpaw",1984,4.18,48,2.43,56,0.67,30,68,1.1
"1281","Gregory Rodrigues",75,185,75,"Orthodox",1992,6.04,56,7.77,52,0,0,0,0
"1282","Yair Rodriguez",71,145,71,"Orthodox",1992,4.33,45,3.13,57,0.9,29,63,0.9
"1283","Marina Rodriguez",66,115,65,"Orthodox",1987,4.86,50,3.16,53,0.36,33,59,0.2
"1284","Daniel Rodriguez",73,170,74,"Southpaw",1986,7.68,46,6.12,57,1.34,62,90,0.3
"1285","Mike Rodriguez",76,205,82,"Southpaw",1988,4.61,59,3.39,40,0,0,41,0
"1286","Ray Rodriguez",67,135,70,"Orthodox",1987,0.9,27,3.89,40,1.42,50,44,0
"1287","Luis Rodriguez",66,125,65,"Orthodox",1999,1.27,37,3.2,54,2,50,100,2
"1288","Drako Rodriguez",68,135,69,"Orthodox",1996,2.57,35,2.57,26,2.75,100,0,2.8
"1289","Victor Rodriguez",65,135,67,"Switch",1992,2.17,46,6.14,50,0,0,0,0
"1290","Brett Rogers",77,265,81,"Orthodox",1981,3.17,44,3.2,46,0,0,58,0
"1291","Max Rohskopf",73,155,71,"Orthodox",1994,1.7,31,5.8,42,3,33,0,1.5
"1292","Marcos Rogerio de Lima",73,253,75,"Orthodox",1985,3.78,54,2.53,54,0.71,60,43,0.7
"1293","Marcelo Rojo",68,145,71,"Orthodox",1988,5.1,36,7.3,51,1.03,50,100,0
"1294","Shane Roller",70,155,72,"Orthodox",1979,2.04,34,2.65,60,2.46,33,42,1.9
"1295","Alexandr Romanov",74,262,75,"Southpaw",1990,4.31,39,1.76,43,6.35,66,0,3.2
"1296","Ricardo Romero",72,205,76,"Orthodox",1978,2.17,55,4.77,46,1.63,10,100,3.3
"1297","Yoel Romero",72,185,73,"Southpaw",1977,3.44,49,3.05,60,1.57,30,78,0
"1298","Anthony Romero",71,155,70,"Orthodox",1997,5.87,52,4,65,2,22,100,0
"1299","Mara Romero Borella",66,125,69,"Orthodox",1986,2.54,37,2.48,71,1.83,44,66,0.2
"1300","Jesse Ronson",70,170,70,"Southpaw",1985,3.54,49,2.99,59,0.63,40,61,0.6
"1301","George Roop",73,135,72,"Orthodox",1981,3.43,34,2.47,60,1.05,57,59,0.1
"1302","Aaron Rosa",76,205,77,"Orthodox",1983,4.03,47,4.41,45,0.36,33,85,0.4
"1303","Charles Rosa",69,145,69,"Switch",1986,3.11,37,3.78,48,1.76,32,40,1
"1304","Karol Rosa",65,135,67,"Orthodox",1994,7.73,52,5.51,48,2,60,90,0
"1305","Hilarie Rose",63,115,63,"Orthodox",1992,2.33,33,6.13,44,0,0,100,0
"1306","Jared Rosholt",74,265,75,"Orthodox",1986,2.08,46,1.52,59,1.83,41,66,0.1
"1307","Ben Rothwell",76,265,78,"Orthodox",1981,3.55,41,4.57,46,0.63,33,69,0.3
"1308","Khalil Rountree Jr.",73,205,76,"Southpaw",1990,3.06,38,3.63,49,0,0,50,0.2
"1309","Ronda Rousey",67,135,66,"Orthodox",1987,4.17,52,4.14,44,6.26,68,50,4.8
"1310","Philip Rowe",75,170,80,"Orthodox",1990,4.99,60,5.34,51,1.19,33,25,0
"1311","Brandon Royval",69,125,68,"Southpaw",1992,3.77,46,2.88,47,0.79,100,53,2.4
"1312","Jairzinho Rozenstruik",76,242,78,"Orthodox",1988,3.14,48,3.48,39,0,0,80,0
"1313","Mauricio Rua",73,205,76,"Orthodox",1981,3.57,50,2.71,54,2.12,48,47,0.8
"1314","Mike Russow",73,255,73,"Orthodox",1976,1.55,47,2.9,59,4.66,43,0,0.7
"1315","Danny Sabatello",70,135,71,"Orthodox",1993,2.07,57,0.2,25,3,75,100,1
"1316","Amir Sadollah",70,170,75,"Orthodox",1980,4.71,46,3.55,60,0.57,27,60,0.3
"1317","Saparbeg Safarov",73,185,78,"Orthodox",1986,4.03,48,2.96,47,2.52,41,33,0
"1318","Frankie Saenz",66,135,66,"Orthodox",1980,3.94,47,3.5,52,1.74,31,61,0.1
"1319","Jason Saggo",71,155,71,"Orthodox",1985,2.5,39,2.94,52,2.33,40,23,0
"1320","Tarec Saffiedine",70,170,70,"Switch",1986,4.05,47,3.06,62,0.52,36,84,0.1
"1321","Lukasz Sajewski",68,155,71,"Orthodox",1990,2.06,35,3.88,57,1.01,25,66,0
"1322","Ovince Saint Preux",75,205,80,"Southpaw",1983,2.68,46,3.03,45,1.19,40,66,0.6
"1323","Augusto Sakai",75,265,77,"Orthodox",1991,5.32,48,4.02,50,0.15,50,66,0
"1324","Gokhan Saki",72,205,73,"Orthodox",1983,7.09,58,4.57,53,0,0,100,0
"1325","Alessio Sakara",72,185,72,"Orthodox",1981,3.96,47,2.8,59,2.18,78,62,0
"1326","Justin Salas",68,155,70,"Southpaw",1982,3.42,43,2.96,68,2.43,20,0,0
"1327","Luis Saldana",71,145,73,"Orthodox",1991,7.17,59,1.21,78,0,0,0,0
"1328","Muslim Salikhov",71,170,70,"Orthodox",1984,2.85,46,2.29,67,0.87,30,80,0
"1329","Boston Salmon",69,135,69,"Southpaw",1990,4.13,37,7.75,59,0,0,100,0
"1330","John Salter",73,185,74,"Southpaw",1985,1.68,32,1.68,68,2.85,46,66,0.5
"1331","Josh Samman",75,185,79,"Orthodox",1988,2.08,52,2.47,34,1.09,33,33,0.4
"1332","Josh Sampo",64,125,64,"Orthodox",1984,1.99,36,2.96,55,1.06,33,40,2.1
"1333","Eddie Sanchez",74,230,74,"Orthodox",1982,3.45,43,3.3,43,1.13,26,42,0
"1334","Diego Sanchez",70,170,72,"Southpaw",1981,2.69,37,3.02,56,1.51,24,46,0.8
"1335","Joby Sanchez",66,135,68,"Orthodox",1991,3.22,36,2.82,63,0.95,71,51,0.4
"1336","Emmanuel Sanchez",69,145,71,"",1990,4.45,35,4.17,55,0.25,6,16,0.5
"1337","Andrew Sanchez",73,185,74,"Orthodox",1988,4.48,42,5.05,51,1.92,31,100,0
"1338","Robert Sanchez",66,125,66,"Orthodox",1986,0.96,40,1.78,46,3.61,62,50,0.7
"1339","Jerrod Sanders",68,135,72,"Orthodox",1979,0.88,64,1.14,46,2.2,33,50,1.6
"1340","Cory Sandhagen",71,135,70,"Switch",1992,6.85,48,3.89,59,1.07,50,30,0.5
"1341","Luke Sanders",66,135,67,"Southpaw",1985,6.21,51,4.11,53,0.31,20,66,0.3
"1342","Hector Sandoval",62,125,64,"Orthodox",1986,3.31,52,2.33,65,3.49,25,71,1.4
"1343","Duda Santana",67,145,73,"Orthodox",1996,6.01,39,2.72,73,6.44,60,0,0
"1344","Mike Santiago",70,145,69,"Orthodox",1989,3.44,49,3.58,36,2.66,50,53,1.1
"1345","Shaheen Santana",73,155,75,"Orthodox",1991,0.82,42,1.65,40,0,0,0,2.8
"1346","Jorge Santiago",73,170,75,"Orthodox",1980,1.69,35,2.62,56,0.58,30,52,0.8
"1347","Richie Santiago",67,135,67,"Southpaw",1992,3.87,49,4.87,42,0,0,25,0
"1348","Iliarde Santos",65,125,67,"Orthodox",1980,3,30,6.1,57,1.66,23,83,0
"1349","Thiago Santos",74,205,76,"Orthodox",1984,4.27,48,2.33,55,0.7,38,66,0.1
"1350","Evangelista Santos",70,170,76,"Orthodox",1977,3.94,36,6.01,49,0.78,100,50,0.4
"1351","Leonardo Santos",72,155,75,"Orthodox",1980,2.65,44,2.77,58,1.07,29,89,0.3
"1352","Taila Santos",66,125,68,"Orthodox",1993,3.52,48,2.22,59,2,80,85,1
"1353","Daniel Sarafian",69,185,73,"Orthodox",1982,2.23,46,3.1,58,0.36,7,53,0.7
"1354","Yuta Sasaki",70,125,71,"Southpaw",1989,2.16,41,2.5,50,3.03,43,41,1.2
"1355","Paul Sass",72,155,73,"Orthodox",1988,0.53,26,1.9,51,0.53,16,33,7.4
"1356","Takashi Sato",70,170,73,"Southpaw",1990,3.16,37,4.81,50,0.53,50,75,0
"1357","Ben Saunders",74,170,77,"Orthodox",1983,3.23,50,3.58,51,0.2,40,66,1.3
"1358","Matt Sayles",67,145,68,"Orthodox",1994,5.44,42,3.13,61,0,0,81,0.4
"1359","Eric Schafer",75,185,76,"Orthodox",1977,1.89,34,3.38,56,1.81,36,50,1.8
"1360","Brendan Schaub",76,245,78,"Orthodox",1983,2.92,37,2.22,57,2.32,46,72,0.4
"1361","Matt Schnell",68,125,70,"Orthodox",1990,4.2,36,4.02,62,0.48,33,53,1.2
"1362","Justin Scoggins",67,125,66,"Southpaw",1992,3.56,51,2.16,55,3.42,63,82,0.5
"1363","Brad Scott",73,170,76,"Orthodox",1989,3.52,41,4.31,57,0.32,15,63,0.7
"1364","Neil Seery",64,125,64,"Orthodox",1979,3.56,41,3.79,58,0.78,27,53,1.6
"1365","Stefan Sekulic",72,170,75,"Southpaw",1992,1.47,37,2.4,57,1,20,33,0
"1366","Pete Sell",71,170,75,"Orthodox",1982,2.6,42,3.65,51,0.91,21,47,0.9
"1367","Matthew Semelsberger",73,170,75,"Switch",1992,7.93,50,5.31,56,1.97,100,100,1
"1368","Mackens Semerzier",69,145,72,"Orthodox",1980,2.91,45,3.48,46,2.14,50,50,2.1
"1369","Alex Serdyukov",74,170,74,"Orthodox",1980,4.94,48,3.1,46,1.84,55,67,1.8
"1370","Fredy Serrano",63,125,65,"Orthodox",1979,1.58,26,1.89,61,2.84,25,84,0
"1371","Matt Serra",66,170,68,"Orthodox",1974,1.98,39,2.64,46,2.05,20,38,0.9
"1372","Leon Shahbazyan",76,170,74,"Orthodox",1995,6.33,52,8.18,32,1.46,50,0,0
"1373","Edmen Shahbazyan",74,185,74,"Orthodox",1997,3.85,51,4.31,49,4.44,40,58,0.5
"1374","Liliya Shakirova",64,125,65,"Orthodox",1991,2.7,30,2.58,74,0,0,0,0
"1375","Kamal Shalorus",68,155,68,"Orthodox",1972,3.06,32,2.99,70,2.07,50,80,0
"1376","Ken Shamrock",73,205,72,"Orthodox",1964,1.47,46,4.3,39,0.94,60,44,2.5
"1377","Eric Shelton",66,125,68,"Orthodox",1991,2.57,42,1.88,63,2.83,51,46,0.2
"1378","Chase Sherman",76,250,78,"Orthodox",1989,6.02,45,5.55,52,0,0,77,0
"1379","Sean Sherk",66,155,67,"Orthodox",1973,2.17,35,2.71,55,4.09,46,56,0.4
"1380","Antonina Shevchenko",68,125,67,"Southpaw",1984,4.09,56,2.51,54,0.65,60,56,0.7
"1381","Henrique Shiguemoto",71,185,72,"Orthodox",1989,3.6,33,6,16,0,0,50,0
"1382","Valentina Shevchenko",65,125,66,"Southpaw",1988,2.98,50,2.03,62,2.21,58,75,0.3
"1383","Jake Shields",72,170,72,"Orthodox",1979,2.45,36,1.8,56,2.83,29,35,1.2
"1384","Jack Shore",68,135,71,"Orthodox",1995,3.69,54,0.59,76,5.16,46,0,1.5
"1385","Sam Sicilia",68,145,67,"Orthodox",1986,2.46,33,3.55,59,1.45,43,70,0.9
"1386","Steven Siler",71,145,70,"Orthodox",1987,3.21,41,2.96,54,0.47,21,55,1.6
"1387","Thiago Silva",74,205,74,"Orthodox",1982,3.92,50,2.55,67,1.03,47,70,0.7
"1388","Anderson Silva",74,185,77,"Southpaw",1975,3.05,61,2.05,60,0.5,77,69,0.8
"1389","Wanderlei Silva",71,205,74,"Orthodox",1976,2.79,40,2.19,60,0.97,53,62,0.6
"1390","Leandro Silva",69,155,72,"Orthodox",1985,2.39,48,2.08,63,1.76,37,65,0.4
"1391","Claudio Silva",71,170,71,"Southpaw",1982,3.14,42,3.12,43,3.01,28,66,1.6
"1392","Antonio Silva",76,264,82,"Orthodox",1979,2.89,45,3.09,50,0.82,29,66,0.8
"1393","Erick Silva",72,170,74,"Orthodox",1984,2.5,48,4.18,49,0.85,35,56,1.4
"1394","Joaquim Silva",68,155,69,"Southpaw",1989,3.92,37,4.43,56,0.24,50,64,0.7
"1395","Felipe Silva",72,155,77,"Orthodox",1984,5.4,50,1.8,59,1,100,71,0
"1396","Jacob Silva",65,125,67,"Orthodox",1988,4.17,44,4.92,56,1.51,100,66,0
"1397","Gabriel Silva",66,135,71,"Orthodox",1994,1.3,34,3.47,45,1.5,25,38,0.5
"1398","Douglas Silva de Andrade",67,145,68,"Orthodox",1985,3.77,38,4.26,58,0.7,50,66,0
"1399","Jamey Simmons",66,145,70,"Orthodox",1992,0.52,50,2.08,50,0,0,100,0
"1400","Elias Silverio",71,155,73,"Orthodox",1986,3.67,49,2.97,51,1.62,38,85,0.2
"1401","Aaron Simpson",72,170,73,"Orthodox",1974,3.6,52,2.53,56,3.78,34,83,0.5
"1402","Ricky Simon",66,135,69,"Orthodox",1992,3.08,42,3.13,64,6.93,54,72,0.4
"1403","Tony Sims",71,155,70,"Southpaw",1985,1.81,63,0.76,65,0.71,50,50,0.7
"1404","Everett Sims",77,260,77,"Southpaw",1988,0.81,66,2.19,30,0,0,42,1.2
"1405","Elvis Sinosic",75,205,77,"Orthodox",1971,1.13,37,4.6,53,0,0,0,1.2
"1406","Rory Singer",74,185,77,"Orthodox",1976,2.55,39,2.42,63,0.39,25,64,0.8
"1407","Dennis Siver",66,145,70,"Orthodox",1979,3.87,32,2.67,65,0.87,32,65,0.3
"1408","Chas Skelly",71,145,72,"Orthodox",1985,2.02,40,3.35,48,1.71,34,33,2.4
"1409","Scott Smith",72,185,70,"Orthodox",1979,1.9,27,5.87,50,0.12,6,58,0.5
"1410","Trevor Smith",75,185,75,"Orthodox",1981,3.29,55,3.31,51,1.7,32,60,0.7
"1411","Anthony Smith",76,205,76,"Orthodox",1988,2.94,46,4.38,42,0.49,28,51,0.7
"1412","Colton Smith",72,155,71,"Orthodox",1987,1.64,41,2.3,51,4.09,36,25,1.4
"1413","Devonte Smith",69,155,76,"Orthodox",1993,5.64,55,2.65,59,0.74,100,100,0.7
"1414","Leslie Smith",69,135,66,"Orthodox",1982,7.56,40,8.41,51,0,0,62,0
"1415","Cole Smith",71,135,67,"Orthodox",1989,1.78,35,1.96,49,1.67,33,45,1.7
"1416","Nate Smith",66,125,69,"Switch",1995,1.28,38,2.04,35,0,0,33,2.3
"1417","Dmitrii Smoliakov",74,253,74,"Switch",1982,1.44,42,3.81,55,0,0,75,0
"1418","Louis Smolka",69,135,68,"Orthodox",1991,4.44,46,3.74,53,1.84,37,31,1.9
"1419","Richie Smullen",69,155,68,"Orthodox",1991,1.98,77,2.26,65,8.49,66,0,0
"1420","Devin Smyth",70,170,72,"Switch",1995,2.6,68,6.73,25,4,26,100,0
"1421","Renato Sobral",73,205,75,"Orthodox",1975,2.23,45,1.53,57,2.48,42,65,2.6
"1422","Peter Sobotta",72,170,75,"Southpaw",1987,2.14,40,2.9,58,1.53,32,77,0.5
"1423","Rameau Thierry Sokoudjou",70,205,78,"Orthodox",1984,2.26,45,2.61,56,1.93,47,78,0.9
"1424","Joe Solecki",69,155,70,"Orthodox",1993,3.62,74,0.93,51,3.31,62,0,1.3
"1425","Chael Sonnen",73,205,73,"Southpaw",1977,3.08,43,1.1,62,3.81,59,66,0.4
"1426","Song Kenan",72,170,71,"Orthodox",1990,4.39,46,4.37,54,0,0,50,0
"1427","Song Yadong",68,145,67,"Orthodox",1997,4.35,42,3.64,57,0.59,75,56,0.4
"1428","Jin Soo Son",66,135,69,"Orthodox",1993,5.1,36,7.63,52,1.5,25,100,0
"1429","Punahele Soriano",71,185,72,"Southpaw",1992,4.46,43,2.86,52,2.6,66,0,0
"1430","Dmitry Sosnovskiy",75,240,77,"Orthodox",1989,2.95,70,2.53,35,3.16,66,100,3.2
"1431","Ben Sosoli",72,265,72,"Southpaw",1989,2.31,31,4.3,47,0,0,0,0
"1432","Greg Soto",71,170,73,"Orthodox",1986,3.21,63,2.61,52,1.49,27,44,1
"1433","George Sotiropoulos",70,155,71,"Orthodox",1977,2.61,27,2.52,67,2.32,31,53,1.6
"1434","Krzysztof Soszynski",73,205,77,"Open Stance",1977,3.37,39,3.13,58,0.52,25,71,1
"1435","Joe Soto",66,135,65,"Orthodox",1987,3.36,41,5.37,67,0.85,21,70,1.9
"1436","Andre Soukhamthath",69,135,70,"Orthodox",1988,2.77,44,4.31,49,1.25,53,58,0.2
"1437","Edimilson Souza",72,145,74,"Orthodox",1984,4.65,44,2.91,58,0,0,50,0
"1438","Mario Souza",75,185,79,"Orthodox",1996,3.4,60,0.93,54,0,0,0,1
"1439","Livinha Souza",63,115,63,"Orthodox",1991,2.06,45,3.38,62,2.4,44,40,1.2
"1440","Jacare Souza",73,185,72,"Orthodox",1979,2.53,46,2.85,62,2.55,39,60,1.4
"1441","Ryan Spann",77,205,79,"Orthodox",1991,3.55,45,3.45,47,1.72,41,60,1.7
"1442","Tommy Speer",70,170,71,"Orthodox",1984,2.56,51,5.12,35,2.02,33,33,0
"1443","Sean Spencer",70,170,74,"Orthodox",1987,4.24,32,4.02,60,0.14,33,68,0
"1444","Felicia Spencer",66,145,68,"Orthodox",1990,3.02,45,5.57,43,0.64,10,14,0.3
"1445","Daniel Spitz",79,245,82,"Orthodox",1990,2.6,35,5.3,46,0.74,66,0,0
"1446","Eric Spicely",73,185,73,"Orthodox",1986,3.71,45,5.72,55,1.31,20,75,1
"1447","Serghei Spivac",75,260,78,"Orthodox",1995,3.58,49,2.84,58,3.7,63,75,0.3
"1448","Daniel Spohn",76,205,79,"Southpaw",1984,2.42,49,1.6,53,0,0,28,2.5
"1449","Austin Springer",68,145,71,"Orthodox",1987,3.54,57,3.15,41,3.37,40,100,0.8
"1450","Georges St-Pierre",71,185,76,"Orthodox",1981,3.78,53,1.4,72,4.16,74,83,1.1
"1451","Ron Stallings",74,170,75,"Southpaw",1983,3.22,60,3.26,51,0,0,71,0
"1452","Cody Stamann",66,145,64,"Orthodox",1989,4.14,48,3.18,63,3.03,46,80,0
"1453","Brian Stann",73,205,74,"Orthodox",1980,3.28,42,2.65,59,0.12,12,60,0.3
"1454","Josh Stansbury",74,205,74,"Orthodox",1984,3.22,54,3.54,54,0,0,87,1
"1455","Kalib Starnes",75,185,74,"Orthodox",1975,2.71,48,4.43,53,1.46,33,25,0.6
"1456","Clifford Starks",72,185,78,"Orthodox",1981,1.94,33,2.49,58,1.94,100,60,0
"1457","Damian Stasiak",65,135,70,"Orthodox",1990,1.86,36,3.1,52,2.64,35,43,0.6
"1458","Laureano Staropoli",73,170,71,"Orthodox",1993,4.4,34,4.58,53,0.25,20,57,0
"1459","Ricky Steele",69,135,74,"Orthodox",1988,4.07,70,2.93,50,0,0,91,0
"1460","Dominique Steele",70,170,74,"Orthodox",1988,2.32,49,2.42,50,2.95,42,76,0
"1461","Steve Steinbeiss",75,185,75,"Orthodox",1981,3.92,55,1.86,49,0.44,50,58,0
"1462","Aljamain Sterling",67,135,71,"Orthodox",1989,4.84,49,2.2,63,1.77,24,41,0.9
"1463","Jeremy Stephens",69,145,71,"Orthodox",1986,3.18,40,3.06,58,1.16,38,65,0.4
