Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Rome,1960,4x100,Medley,1,Women,AUS,"Ilsa Konrads, Dawn Fraser, Rosemary Lassig, Maryleen Joy Wilson, Janice Andrew",00:04:45.900000,2
Rome,1960,4x100,Medley,1,Women,GER,"Bärbel Fuhrmann, Ingrid Schmidt, Ursula Brunner, Ursula Küper",00:04:47.600000,3
Rome,1960,4x100,Medley,1,Women,NLD,"Marianne Yvonne Heemskerk, Erica Georgine Terpstra, Maria (Ria) Martina Van Velsen, Adelaide Henriette (Ada) Den Haan, Catharina (Tineke) Lagerberg",00:04:47.600000,3
Rome,1960,4x100,Medley,1,Women,GBR,"Jean Oldroyd, Sylvia Anne Lewis, Anita Lonsbrough, Natalie Alwyne Steward, Sheila Watt",00:04:47.600000,3
Rome,1960,4x100,Medley,1,Women,HUN,"Magdolna David, Klara Killerman Bartos, Csilla Madarasz-Bajnogel-Dobai, Marta Egervary",00:04:53.700000,4
Rome,1960,4x100,Medley,1,Women,JPN,"Yoshiko Takamatsu, Yoshiko Sato, Satoko Tanaka, Shizue Miyabe",00:04:56.400000,4
Rome,1960,4x100,Medley,1,Women,SUN,"Marina Shamal, Lyudmila Korobova, Zinaida Belovetskaya, Valentina Poznyak, Larisa Viktorova",00:04:58.100000,4
Rome,1960,4x200,Freestyle,1,Men,USA,"Stephen Edward Clark, George Prifold Harrison, Felix Geoffrey Farrell, Richard Adolph Blick, Frank Thomas Winters, William Thomas Darnton, Michael Francis Troy",00:08:10.200000,1
Rome,1960,4x200,Freestyle,1,Men,JPN,,00:08:13.200000,2
Rome,1960,4x200,Freestyle,1,Men,AUS,"David Gavin Dickson, Allan Wood, Murray Rose, John (Jon) Konrads, John Rigby, John Devitt",00:08:13.800000,3
Rome,1960,4x200,Freestyle,1,Men,GBR,"Ian Macintosh Black, John Martin-Dye, Richard Campion, Hamilton Pirie Matt Milton",00:08:28.100000,4
Rome,1960,4x200,Freestyle,1,Men,FIN,"Ilkka Suvanto, Stig-Olof Grenner, Kari Haavisto, Karri Kalervo Kayhko",00:08:29.700000,4
Rome,1960,4x200,Freestyle,1,Men,SWE,"Lars-Erik Bengtsson, Sven-Goran Johansson, Bengt Nordwall, Bengt-Olov Almstedt, Per-Ola Lindberg",00:08:31.000000,4
Rome,1960,4x200,Freestyle,1,Men,GER,"Frank Wiegand, Hans-Joachim Klein, Hans Zierold, Gerhard Hetz",00:08:31.800000,4
Rome,1960,4x200,Freestyle,1,Men,SUN,"Boris Nikitin, Vitali Sorokin, Sergei Tovstoplet, Igor Luzhkovsky",00:08:32.200000,4
Melbourne,1956,100m,Backstroke,0,Men,AUS,David Egmont Theile,00:01:02.200000,1
Melbourne,1956,100m,Backstroke,0,Men,AUS,John James Monckton,00:01:03.200000,2
Melbourne,1956,100m,Backstroke,0,Men,USA,Frank Edward Jr. Mckinney,00:01:04.500000,3
Melbourne,1956,100m,Backstroke,0,Men,FRA,Robert Christophe,00:01:04.900000,4
Melbourne,1956,100m,Backstroke,0,Men,AUS,John Hayres,00:01:05.000000,4
Melbourne,1956,100m,Backstroke,0,Men,GBR,Graham Sykes,00:01:05.600000,4
Melbourne,1956,100m,Backstroke,0,Men,USA,Albert Marcus Jr. Wiggins,00:01:05.800000,4
Melbourne,1956,100m,Backstroke,0,Men,USA,Yoshinobu Oyakawa,00:01:06.900000,4
Melbourne,1956,100m,Backstroke,0,Women,GBR,Judith Brenda Grinham,00:01:12.900000,1
Melbourne,1956,100m,Backstroke,0,Women,USA,Carin Alice Cone,00:01:12.900000,1
Melbourne,1956,100m,Backstroke,0,Women,GBR,Margaret Edwards,00:01:13.100000,3
Melbourne,1956,100m,Backstroke,0,Women,GER,Helga Schmidt-Neuber,00:01:13.400000,4
Melbourne,1956,100m,Backstroke,0,Women,USA,Maureen Elizabeth Murphy,00:01:14.100000,4
Melbourne,1956,100m,Backstroke,0,Women,GBR,Julie Hoyle,00:01:14.300000,4
Melbourne,1956,100m,Backstroke,0,Women,CAN,Sara Barber-Jenkins,00:01:14.300000,4
Melbourne,1956,100m,Backstroke,0,Women,AUS,Gerganiya Beckitt,00:01:14.700000,4
Melbourne,1956,100m,Butterfly,0,Women,USA,Shelley Isabel Mann,00:01:11.000000,1
Melbourne,1956,100m,Butterfly,0,Women,USA,Nancy Jane Ramey,00:01:11.900000,2
Melbourne,1956,100m,Butterfly,0,Women,USA,Mary Jane Sears,00:01:14.400000,3
Melbourne,1956,100m,Butterfly,0,Women,HUN,Mária Littomeritzky,00:01:14.900000,4
Melbourne,1956,100m,Butterfly,0,Women,AUS,Beverly Bainbridge,00:01:15.200000,4
Melbourne,1956,100m,Butterfly,0,Women,GER,Jutta Langenau,00:01:17.400000,4
Melbourne,1956,100m,Butterfly,0,Women,CAN,Elizabeth Whittall,00:01:17.900000,4
Melbourne,1956,100m,Butterfly,0,Women,CAN,Sara Barber-Jenkins,00:01:18.400000,4
Melbourne,1956,100m,Freestyle,0,Men,AUS,Jon Malcolm Henricks,55.400,1
Melbourne,1956,100m,Freestyle,0,Men,AUS,John Devitt,55.800,2
Melbourne,1956,100m,Freestyle,0,Men,AUS,Gary Chapman,56.700,3
Melbourne,1956,100m,Freestyle,0,Men,USA,Logan Reid Patterson,57.200,4
Melbourne,1956,100m,Freestyle,0,Men,USA,Richard Dennis Hanley,57.600,4
Melbourne,1956,100m,Freestyle,0,Men,USA,William Tripp Woolsey,57.600,4
Melbourne,1956,100m,Freestyle,0,Men,JPN,Atsushi Tani,58.000,4
Melbourne,1956,100m,Freestyle,0,Men,FRA,Aldo Eminente,58.100,4
Melbourne,1956,100m,Freestyle,0,Women,AUS,Dawn Fraser,00:01:02.000000,1
Melbourne,1956,100m,Freestyle,0,Women,AUS,Lorraine Joyce Crapp,00:01:02.300000,2
Melbourne,1956,100m,Freestyle,0,Women,AUS,Faith Yvonne Leech,00:01:05.100000,3
Melbourne,1956,100m,Freestyle,0,Women,USA,Joan Ann Rosazza,00:01:05.200000,4
Melbourne,1956,100m,Freestyle,0,Women,CAN,Virginia Grant,00:01:05.400000,4
Melbourne,1956,100m,Freestyle,0,Women,USA,Shelley Isabel Mann,00:01:05.600000,4
Melbourne,1956,100m,Freestyle,0,Women,NZL,Marrion Roe,00:01:05.600000,4
Melbourne,1956,100m,Freestyle,0,Women,RSA,Natalie Ann Myburgh,00:01:05.800000,4
Melbourne,1956,1500m,Freestyle,0,Men,AUS,Murray Rose,00:17:58.900000,1
Melbourne,1956,1500m,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,00:18:00.300000,2
Melbourne,1956,1500m,Freestyle,0,Men,USA,George Thomas Breen,00:18:08.200000,3
Melbourne,1956,1500m,Freestyle,0,Men,AUS,Murray Garretty,00:18:26.500000,4
Melbourne,1956,1500m,Freestyle,0,Men,CAN,William Slater,00:18:38.100000,4
Melbourne,1956,1500m,Freestyle,0,Men,FRA,Jean Boiteux,00:18:38.300000,4
Melbourne,1956,1500m,Freestyle,0,Men,JPN,Yukiyoshi Aoki,00:18:38.300000,4
Melbourne,1956,1500m,Freestyle,0,Men,AUS,Gary Winram,00:19:06.200000,4
Melbourne,1956,200m,Breaststroke,0,Men,JPN,Masaru Furukawa,00:02:34.700000,1
Melbourne,1956,200m,Breaststroke,0,Men,JPN,Masahiro Yoshimura,00:02:36.700000,2
Melbourne,1956,200m,Breaststroke,0,Men,URS,Kharis Yunichev,00:02:36.800000,3
Melbourne,1956,200m,Breaststroke,0,Men,AUS,Terence Gathercole,00:02:38.700000,4
Melbourne,1956,200m,Breaststroke,0,Men,URS,Ihor Zaseda,00:02:39.000000,4
Melbourne,1956,200m,Breaststroke,0,Men,DEN,Knud Westrup Gleie,00:02:40.000000,4
Melbourne,1956,200m,Breaststroke,0,Men,CUB,Manuel Sanguily Betancourt,00:02:42.000000,4
Melbourne,1956,200m,Breaststroke,0,Men,FRA,Hugues Broussard,Disqualified,0
Melbourne,1956,200m,Breaststroke,0,Women,GER,Ursula Happe-Krey,00:02:53.100000,1
Melbourne,1956,200m,Breaststroke,0,Women,HUN,Eva Szekely,00:02:54.800000,2
Melbourne,1956,200m,Breaststroke,0,Women,GER,Eva-Maria Ten Elsen,00:02:55.100000,3
Melbourne,1956,200m,Breaststroke,0,Women,YUG,Vinka Jeričević,00:02:55.800000,4
Melbourne,1956,200m,Breaststroke,0,Women,HUN,Klara Killerman Bartos,00:02:56.100000,4
Melbourne,1956,200m,Breaststroke,0,Women,GBR,Helen Orr Gordon-Mckay,00:02:56.100000,4
Melbourne,1956,200m,Breaststroke,0,Women,USA,Mary Jane Sears,00:02:57.200000,4
Melbourne,1956,200m,Breaststroke,0,Women,GBR,Christine Loraine Gosden,00:02:59.200000,4
Melbourne,1956,200m,Butterfly,0,Men,USA,William Albert Jr. Yorzyk,00:02:19.300000,1
Melbourne,1956,200m,Butterfly,0,Men,JPN,Takashi Ishimoto,00:02:23.800000,2
Melbourne,1956,200m,Butterfly,0,Men,HUN,György Tumpek,00:02:23.900000,3
Melbourne,1956,200m,Butterfly,0,Men,USA,Jack Weyman Nelson,00:02:26.600000,4
Melbourne,1956,200m,Butterfly,0,Men,AUS,John Birnie Marshall,00:02:27.200000,4
Melbourne,1956,200m,Butterfly,0,Men,MEX,Eulalio Rios Aleman,00:02:27.300000,4
Melbourne,1956,200m,Butterfly,0,Men,AUS,Brian Harold Wilkinson,00:02:29.700000,4
Melbourne,1956,200m,Butterfly,0,Men,ROU,Alexandru Popescu,00:02:31.000000,4
Melbourne,1956,400m,Freestyle,0,Men,AUS,Murray Rose,00:04:27.300000,1
Melbourne,1956,400m,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,00:04:30.400000,2
Melbourne,1956,400m,Freestyle,0,Men,USA,George Thomas Breen,00:04:32.500000,3
Melbourne,1956,400m,Freestyle,0,Men,AUS,Kevin O'Halloran,00:04:32.900000,4
Melbourne,1956,400m,Freestyle,0,Men,GER,Hans Zierold,00:04:34.600000,4
Melbourne,1956,400m,Freestyle,0,Men,AUS,Gary Winram,00:04:34.900000,4
Melbourne,1956,400m,Freestyle,0,Men,JPN,Koji Nonoshita,00:04:38.200000,4
Melbourne,1956,400m,Freestyle,0,Men,ITA,Angelo Romani,00:04:41.700000,4
Melbourne,1956,400m,Freestyle,0,Women,AUS,Lorraine Joyce Crapp,00:04:54.600000,1
Melbourne,1956,400m,Freestyle,0,Women,AUS,Dawn Fraser,00:05:02.500000,2
Melbourne,1956,400m,Freestyle,0,Women,USA,Sylvia Eliina Ruuska,00:05:07.100000,3
Melbourne,1956,400m,Freestyle,0,Women,USA,Marley Lynn Shriver,00:05:12.900000,4
Melbourne,1956,400m,Freestyle,0,Women,HUN,Rypszima Szekely,00:05:14.200000,4
Melbourne,1956,400m,Freestyle,0,Women,AUS,Sandra Anne Morgan,00:05:14.300000,4
Melbourne,1956,400m,Freestyle,0,Women,FRA,Heda Frost,00:05:15.400000,4
Melbourne,1956,400m,Freestyle,0,Women,HUN,Valeria Gyenge,00:05:21.000000,4
Melbourne,1956,4x100,Freestyle,1,Women,AUS,"Faith Yvonne Leech, Elizabeth Fraser, Lorraine Joyce Crapp, Dawn Fraser, Alva Colquhoun, Sandra Anne Morgan",00:04:17.100000,1
Melbourne,1956,4x100,Freestyle,1,Women,USA,"Sylvia Eliina Ruuska, Joan Ann Rosazza, Shelley Isabel Mann, Nancy Joan Simons, Marley Lynn Shriver, Elizabeth Mullen Brey, Kathryn Elizabeth Knapp",00:04:19.200000,2
Melbourne,1956,4x100,Freestyle,1,Women,ZAF,"Moira Abernethy, Natalie Ann Myburgh, Jeanette Evelyn Myburgh, Susan Elizabeth Roberts",00:04:25.700000,3
Melbourne,1956,4x100,Freestyle,1,Women,GER,"Ingrid Kunzel, Katharine (Kathi) Jansen, Christel Steffin, Hertha Haase, Birgit Klomp",00:04:26.100000,4
Melbourne,1956,4x100,Freestyle,1,Women,CAN,"Elizabeth Whittall, Gladys Jean Priesley-Watson, Sara Barber-Jenkins",00:04:28.300000,4
Melbourne,1956,4x100,Freestyle,1,Women,SWE,"Anita Andersson, Karin Larsson, Anita Hellstrom, Birgitta Wangberg, Kate Jobson",00:04:30.000000,4
Melbourne,1956,4x100,Freestyle,1,Women,HUN,"Valeria Gyenge, Eva Szekely, Judith Temes, Katalin Szöke",00:04:31.100000,4
Melbourne,1956,4x100,Freestyle,1,Women,GBR,"Margaret Therese Girvan, Margaret Edwards, Fearne Ewart, Judith Brenda Grinham, Frances Hogben",00:04:35.800000,4
Melbourne,1956,4x200,Freestyle,1,Men,AUS,"Graham Hamilton, John Devitt, Kevin O'Halloran, Murray Rose, Jon Malcolm Henricks, John (Jon) Konrads, Gary Chapman",00:08:23.600000,1
Melbourne,1956,4x200,Freestyle,1,Men,USA,"George Prifold Harrison, William Tripp Woolsey, Ford Hiroshi Konno, Richard Tsugio Jr. Tanabe, Richard Dennis Hanley, Perry Timothy Jecko, George Thomas Breen",00:08:31.500000,2
Melbourne,1956,4x200,Freestyle,1,Men,SUN,"Lev Balandin, Boris Nikitin, Vitali Sorokin, Vladimir Struzhanov, Gennadi Androsov",00:08:34.700000,3
Melbourne,1956,4x200,Freestyle,1,Men,JPN,"Atsushi Tani, Koji Nonoshita, Hiroshi Suzuki, Manabu Koga, Tsuyoshi Yamanaka",00:08:36.600000,4
Melbourne,1956,4x200,Freestyle,1,Men,GER,"Paul Voell, Hans Kohler, Horst Bleeker, Hans-Joachim Reich, Hans Zierold",00:08:43.400000,4
Melbourne,1956,4x200,Freestyle,1,Men,GBR,"Kenneth Williams, Ronald Nathan Roberts, Neil John Mckecknie, Hadyn Rigby, Graham Henry Symonds",00:08:45.200000,4
Melbourne,1956,4x200,Freestyle,1,Men,ITA,"Federico Dennerlein, Carlo Pedersoli, Guido Elmi, Angelo Romani, Paolo Galletti, Paolo Pucci, Giorgio Perondini",00:08:46.200000,4
Melbourne,1956,4x200,Freestyle,1,Men,ZAF,"Peter John Duncan, Dennis George Ford",00:08:49.500000,4
Helsinki,1952,100m,Backstroke,0,Men,USA,Yoshinobu Oyakawa,00:01:05.400000,1
Helsinki,1952,100m,Backstroke,0,Men,FRA,Gilbert Bozon,00:01:06.200000,2
Helsinki,1952,100m,Backstroke,0,Men,USA,Jack George Neil Taylor,00:01:06.400000,3
Helsinki,1952,100m,Backstroke,0,Men,USA,Allen Mcintyre Stack,00:01:07.600000,4
Helsinki,1952,100m,Backstroke,0,Men,ARG,Pedro Galvao,00:01:07.700000,4
Helsinki,1952,100m,Backstroke,0,Men,GBR,Bert Wardrop,00:01:07.800000,4
Helsinki,1952,100m,Backstroke,0,Men,YUG,Boris Skanata,00:01:08.100000,4
Helsinki,1952,100m,Backstroke,0,Men,RSA,Nicolaas Lingen Meiring,00:01:08.300000,4
Helsinki,1952,100m,Backstroke,0,Women,RSA,Joan Cynthia Harrison,00:01:14.300000,1
Helsinki,1952,100m,Backstroke,0,Women,NED,Geertje Wielema,00:01:14.500000,2
Helsinki,1952,100m,Backstroke,0,Women,NZL,Jean Stewart,00:01:15.800000,3
Helsinki,1952,100m,Backstroke,0,Women,NED,Johanna Catharina De Korte,00:01:15.800000,3
Helsinki,1952,100m,Backstroke,0,Women,USA,Barbara Lynn Stark,00:01:16.200000,4
Helsinki,1952,100m,Backstroke,0,Women,GER,Gertrud Herrbruck,00:01:18.000000,4
Helsinki,1952,100m,Backstroke,0,Women,GBR,Margaret Gibson Mcdowell,00:01:18.400000,4
Helsinki,1952,100m,Backstroke,0,Women,NED,Hendrika Anna-Maria Van Der Horst,Disqualified,0
Helsinki,1952,100m,Freestyle,0,Men,USA,Clark Currie Scholes,57.400,1
Helsinki,1952,100m,Freestyle,0,Men,JPN,Hiroshi Suzuki,57.400,1
Helsinki,1952,100m,Freestyle,0,Men,SWE,Göran Larsson,58.200,3
Helsinki,1952,100m,Freestyle,0,Men,JPN,Toru Goto,58.500,4
Helsinki,1952,100m,Freestyle,0,Men,HUN,Geza Kadas,58.600,4
Helsinki,1952,100m,Freestyle,0,Men,AUS,Rex Aubrey,58.700,4
Helsinki,1952,100m,Freestyle,0,Men,FRA,Aldo Eminente,58.700,4
Helsinki,1952,100m,Freestyle,0,Men,USA,Ronald Francis Gora,58.800,4
Helsinki,1952,100m,Freestyle,0,Women,HUN,Katalin Szöke,00:01:06.800000,1
Helsinki,1952,100m,Freestyle,0,Women,NED,Johanna Maria Termeulen,00:01:07.000000,2
Helsinki,1952,100m,Freestyle,0,Women,HUN,Judith Temes,00:01:07.100000,3
Helsinki,1952,100m,Freestyle,0,Women,RSA,Joan Cynthia Harrison,00:01:07.100000,3
Helsinki,1952,100m,Freestyle,0,Women,USA,Joan Alderson,00:01:07.100000,3
Helsinki,1952,100m,Freestyle,0,Women,NED,Irma Heijting-Schuhmacher,00:01:07.300000,4
Helsinki,1952,100m,Freestyle,0,Women,USA,Mary Louise Stepan,00:01:08.000000,4
Helsinki,1952,100m,Freestyle,0,Women,GBR,Angela Mary Barnwell,00:01:08.600000,4
Helsinki,1952,1500m,Freestyle,0,Men,USA,Ford Hiroshi Konno,00:18:30.300000,1
Helsinki,1952,1500m,Freestyle,0,Men,JPN,Shiro Hashizume,00:18:41.400000,2
Helsinki,1952,1500m,Freestyle,0,Men,BRA,Tetsuo Okamoto,00:18:51.300000,3
Helsinki,1952,1500m,Freestyle,0,Men,USA,James Price Jr. Mclane,00:18:51.500000,4
Helsinki,1952,1500m,Freestyle,0,Men,FRA,Joseph Bernardo,00:18:59.100000,4
Helsinki,1952,1500m,Freestyle,0,Men,JPN,Yasuo Kitamura,00:19:00.400000,4
Helsinki,1952,1500m,Freestyle,0,Men,RSA,Peter John Duncan,00:19:12.100000,4
Helsinki,1952,1500m,Freestyle,0,Men,AUS,John Birnie Marshall,00:19:53.400000,4
Helsinki,1952,200m,Breaststroke,0,Men,AUS,John Griffith Davies,00:02:34.400000,1
Helsinki,1952,200m,Breaststroke,0,Men,USA,Bowen Dow Stassforth,00:02:34.700000,2
Helsinki,1952,200m,Breaststroke,0,Men,GER,Herbert Klein,00:02:35.900000,3
Helsinki,1952,200m,Breaststroke,0,Men,JPN,Nobuyasu Hirayama,00:02:37.400000,4
Helsinki,1952,200m,Breaststroke,0,Men,JPN,Takayoshi Kajikawa,00:02:38.600000,4
Helsinki,1952,200m,Breaststroke,0,Men,JPN,Jiro Nagasawa,00:02:39.100000,4
Helsinki,1952,200m,Breaststroke,0,Men,FRA,Maurice Lusien,00:02:39.800000,4
Helsinki,1952,200m,Breaststroke,0,Men,TCH,Ludevit Komadel,00:02:40.100000,4
Helsinki,1952,200m,Breaststroke,0,Women,HUN,Eva Szekely,00:02:51.700000,1
Helsinki,1952,200m,Breaststroke,0,Women,HUN,Eva Novak-Gerard,00:02:54.400000,2
Helsinki,1952,200m,Breaststroke,0,Women,GBR,Helen Orr Gordon-Mckay,00:02:57.600000,3
Helsinki,1952,200m,Breaststroke,0,Women,HUN,Klara Killerman Bartos,00:02:57.600000,3
Helsinki,1952,200m,Breaststroke,0,Women,DEN,Jytte Solveig Hansen,00:02:57.800000,4
Helsinki,1952,200m,Breaststroke,0,Women,URS,Mariya Havrysh,00:02:58.900000,4
Helsinki,1952,200m,Breaststroke,0,Women,SWE,Ulla-Britt Eklund,00:03:01.800000,4
Helsinki,1952,200m,Breaststroke,0,Women,NED,Petronella Fredrika Garritsen,00:03:02.100000,4
Helsinki,1952,400m,Freestyle,0,Men,FRA,Jean Boiteux,00:04:30.700000,1
Helsinki,1952,400m,Freestyle,0,Men,USA,Ford Hiroshi Konno,00:04:31.300000,2
Helsinki,1952,400m,Freestyle,0,Men,SWE,Per-Olof Östrand,00:04:35.200000,3
Helsinki,1952,400m,Freestyle,0,Men,RSA,Peter John Duncan,00:04:37.900000,4
Helsinki,1952,400m,Freestyle,0,Men,GBR,Jack Wardrop,00:04:39.900000,4
Helsinki,1952,400m,Freestyle,0,Men,USA,Wayne Richard Moore,00:04:40.100000,4
Helsinki,1952,400m,Freestyle,0,Men,USA,James Price Jr. Mclane,00:04:40.300000,4
Helsinki,1952,400m,Freestyle,0,Men,JPN,Hironoshin Furuhashi,00:04:42.100000,4
Helsinki,1952,400m,Freestyle,0,Women,HUN,Valeria Gyenge,00:05:12.100000,1
Helsinki,1952,400m,Freestyle,0,Women,HUN,Eva Novak-Gerard,00:05:13.700000,2
Helsinki,1952,400m,Freestyle,0,Women,USA,Evelyn Tokue Kawamoto,00:05:14.600000,3
Helsinki,1952,400m,Freestyle,0,Women,USA,Carolyn Virginia Green,00:05:16.500000,4
Helsinki,1952,400m,Freestyle,0,Women,DEN,Ragnild Tove Hveger,00:05:16.900000,4
Helsinki,1952,400m,Freestyle,0,Women,HUN,Eva Szekely,00:05:17.900000,4
Helsinki,1952,400m,Freestyle,0,Women,ARG,Ana Maria Schultz,00:05:24.000000,4
Helsinki,1952,400m,Freestyle,0,Women,DEN,Greta Marie Andersen,00:05:27.000000,4
Helsinki,1952,4x100,Freestyle,1,Women,HUN,"Judith Temes, Eva Novak-Gerard, Eva Szekely, Katalin Szöke, Ilona Novak",00:04:24.400000,1
Helsinki,1952,4x100,Freestyle,1,Women,NLD,"Hendrika Anna-Maria Van Der Horst, Geertje Wielema, Marie-Louise Jean Linssen-Vaessen, Cornelia (Koosje) Van Voorn, Johanna Maria Termeulen, Irma Heijting-Schuhmacher",00:04:29.000000,2
Helsinki,1952,4x100,Freestyle,1,Women,USA,"Evelyn Tokue Kawamoto, Mary Louise Stepan, Joan Alderson, Judith Theresa Roberts",00:04:30.100000,3
Helsinki,1952,4x100,Freestyle,1,Women,DEN,"Ragnild Tove Hveger, Rita Larsen, Greta Marie Andersen, Gerda Lilly Olsen, Mette Ove Petersen",00:04:36.200000,4
Helsinki,1952,4x100,Freestyle,1,Women,GBR,"Jean Annabel Botham, Phyllis Margaret Linton, Grace Wood, Lillian Preece, Angela Mary Barnwell, Daphne M. Wilkinson",00:04:37.800000,4
Helsinki,1952,4x100,Freestyle,1,Women,SWE,"Ingegärd Fredin, Anita Andersson, Marianne Lundquist, Maud Berglund, Ulla-Britt Eklund",00:04:39.000000,4
Helsinki,1952,4x100,Freestyle,1,Women,GER,"Elisabeth Rechlin, Ursula Happe-Krey, Katharine (Kathi) Jansen, Gisela Arendt-Jacobs, Wera Schäferkordt",00:04:40.300000,4
Helsinki,1952,4x100,Freestyle,1,Women,FRA,"Gaby Tanguy, Marysel Morandini, Ginette Jany-Sendral, Josette Arene, Odile Vouaux, Colette Thomas",00:04:44.100000,4
Helsinki,1952,4x200,Freestyle,1,Men,USA,"William Tripp Woolsey, Wallace Perry Wolf, Burwell Otis Jones, Donald Alexander Sheff, Wayne Richard Moore, James Price Jr. Mclane, Ford Hiroshi Konno, Frank Martin Dooley",00:08:31.100000,1
Helsinki,1952,4x200,Freestyle,1,Men,JPN,"Yoshihiro Hamaguchi, Hiroshi Suzuki, Teijiro Tanikawa, Toru Goto",00:08:33.500000,2
Helsinki,1952,4x200,Freestyle,1,Men,FRA,"Alexandre Jany, Joseph Bernardo, Aldo Eminente, Rene Million, Michel Van Damme, Jean Boiteux",00:08:45.900000,3
Helsinki,1952,4x200,Freestyle,1,Men,SWE,"Per-Olof Östrand, Göran Larsson, Rolf Olander, Lars Svantesson, Olle Johansson",00:08:46.800000,4
Helsinki,1952,4x200,Freestyle,1,Men,HUN,"Laszlo Gyöngyösi, Geza Kadas, Imre Nyeki, György Csordas",00:08:52.600000,4
Helsinki,1952,4x200,Freestyle,1,Men,GBR,"Peter Michael Head, Roland Stuart Burns, Frank Royston Botham, Thomas Douglas Welsh",00:08:52.900000,4
Helsinki,1952,4x200,Freestyle,1,Men,ZAF,"Peter John Duncan, Dennis George Ford, John Diederik Durr, Graham Murray Johnston",00:08:55.100000,4
Helsinki,1952,4x200,Freestyle,1,Men,ARG,"Marcelo Armando Trabucco, Severo Alfredo Yantorno, Federico Zwanck, Pedro Galvao, Carlos Alberto Bonacicchi",00:08:56.900000,4
London,1948,100m,Backstroke,0,Men,USA,Allen Mcintyre Stack,00:01:06.400000,1
London,1948,100m,Backstroke,0,Men,USA,Robert Elmer Cowell,00:01:06.500000,2
London,1948,100m,Backstroke,0,Men,FRA,Georges Vallerey Jr.,00:01:07.800000,3
London,1948,100m,Backstroke,0,Men,ARG,Mario Chavez,00:01:09.000000,4
London,1948,100m,Backstroke,0,Men,MEX,Clemente Mejia Avila,00:01:09.000000,4
London,1948,100m,Backstroke,0,Men,RSA,Jackie Wiid,00:01:09.100000,4
London,1948,100m,Backstroke,0,Men,GBR,William John Brockway,00:01:09.200000,4
London,1948,100m,Backstroke,0,Men,GBR,Albert David Kinnear,00:01:09.600000,4
London,1948,100m,Backstroke,0,Women,DEN,Karen Margrethe Harup,00:01:14.400000,1
London,1948,100m,Backstroke,0,Women,USA,Suzanne Winona Zimmerman,00:01:16.000000,2
London,1948,100m,Backstroke,0,Women,AUS,Judith Joy Davies,00:01:16.700000,3
London,1948,100m,Backstroke,0,Women,HUN,Ilona Novak,00:01:18.400000,4
London,1948,100m,Backstroke,0,Women,NED,Hendrika Anna-Maria Van Der Horst,00:01:18.800000,4
London,1948,100m,Backstroke,0,Women,NED,Dirkje Van Ekris,00:01:18.900000,4
London,1948,100m,Backstroke,0,Women,USA,Muriel Jane Mellon,00:01:19.000000,4
London,1948,100m,Backstroke,0,Women,NED,Greetje Gaillard,00:01:19.100000,4
London,1948,100m,Freestyle,0,Men,USA,Walter Stephen Ris,57.300,2
London,1948,100m,Freestyle,0,Men,USA,Alan Robert Ford,57.800,3
London,1948,100m,Freestyle,0,Men,HUN,Geza Kadas,58.100,4
London,1948,100m,Freestyle,0,Men,USA,Keith Eyre Carter,58.300,4
London,1948,100m,Freestyle,0,Men,FRA,Alexandre Jany,58.300,4
London,1948,100m,Freestyle,0,Men,SWE,Per-Olof Olsson,59.300,4
London,1948,100m,Freestyle,0,Men,HUN,Zoltan Szilard,59.600,4
London,1948,100m,Freestyle,0,Men,EGY,Taha Yussuf El Gamal,00:01:00.500000,1
London,1948,100m,Freestyle,0,Women,DEN,Greta Marie Andersen,00:01:06.300000,1
London,1948,100m,Freestyle,0,Women,USA,Ann Elisabeth Curtis,00:01:06.500000,2
London,1948,100m,Freestyle,0,Women,NED,Marie-Louise Jean Linssen-Vaessen,00:01:07.600000,3
London,1948,100m,Freestyle,0,Women,DEN,Karen Margrethe Harup,00:01:08.100000,4
London,1948,100m,Freestyle,0,Women,SWE,Ingegärd Fredin,00:01:08.400000,4
London,1948,100m,Freestyle,0,Women,NED,Irma Heijting-Schuhmacher,00:01:08.400000,4
London,1948,100m,Freestyle,0,Women,SWE,Elisabeth Ahlgren,00:01:08.800000,4
London,1948,100m,Freestyle,0,Women,DEN,Fritze Wulf Carstensen,00:01:09.100000,4
London,1948,1500m,Freestyle,0,Men,USA,James Price Jr. Mclane,00:19:18.500000,1
London,1948,1500m,Freestyle,0,Men,AUS,John Birnie Marshall,00:19:31.300000,2
London,1948,1500m,Freestyle,0,Men,HUN,György Mitro,00:19:43.200000,3
London,1948,1500m,Freestyle,0,Men,HUN,György Csordas,00:19:54.200000,4
London,1948,1500m,Freestyle,0,Men,YUG,Marijan Stipetić,00:20:10.700000,4
London,1948,1500m,Freestyle,0,Men,USA,Forbes Holten Jr. Norris,00:20:18.800000,4
London,1948,1500m,Freestyle,0,Men,GBR,Donald Bland,00:20:19.800000,4
London,1948,1500m,Freestyle,0,Men,USA,William W.Jr. Heusner,00:20:45.400000,4
London,1948,200m,Breaststroke,0,Men,USA,Joseph Thomas Verdeur,00:02:39.300000,1
London,1948,200m,Breaststroke,0,Men,USA,Keith Eyre Carter,00:02:40.200000,2
